occurrence_no;record_type;reid_no;flags;collection_no;accepted_name;accepted_attr;accepted_rank;accepted_no;early_interval;late_interval;max_ma;min_ma
741498;occ;NA;NA;79710;Pseudozonaria raymondrobertsi;NA;species;335320;Late Pliocene;;3.6;2.58
741499;occ;NA;NA;79710;Zonaria spurcoides;NA;species;109032;Late Pliocene;;3.6;2.58
741500;occ;NA;NA;79710;Muracypraea caroniensis;NA;species;167374;Late Pliocene;;3.6;2.58
741890;occ;NA;NA;79739;Macrocypraea cervus;NA;species;156624;Late Pleistocene;;0.129;0.0117
742005;occ;NA;NA;79747;Luria voleki;NA;species;342051;Middle Pleistocene;;0.774;0.129
742006;occ;NA;NA;79747;Macrocypraea joanneae;NA;species;343131;Middle Pleistocene;;0.774;0.129
742007;occ;NA;NA;79747;Cypraea (Macrocypraea) spengleri;NA;species;343175;Middle Pleistocene;;0.774;0.129
742008;occ;NA;NA;79747;Pseudozonaria portelli;NA;species;187658;Middle Pleistocene;;0.774;0.129
742520;occ;NA;NA;79335;Siphocypraea problematica;NA;species;111875;Early Pleistocene;;2.58;0.774
742532;occ;NA;NA;79780;Siphocypraea;NA;genus;10471;Tortonian;;11.63;7.246
742565;occ;NA;NA;79782;Siphocypraea griffini;NA;species;342628;Early Pleistocene;;2.58;0.774
742814;occ;NA;NA;79790;Siphocypraea;NA;genus;10471;Tortonian;;11.63;7.246
743221;occ;NA;NA;79804;Siphocypraea problematica;NA;species;111875;Late Pliocene;Early Pleistocene;3.6;0.774
743222;occ;NA;NA;79804;Siphocypraea philemoni;NA;species;343469;Late Pliocene;Early Pleistocene;3.6;0.774
743223;occ;NA;NA;79804;Siphocypraea (Pahayokea) josiai;NA;species;343122;Late Pliocene;Early Pleistocene;3.6;0.774
743241;occ;NA;NA;79805;Siphocypraea problematica;NA;species;111875;Early Pleistocene;;2.58;0.774
743242;occ;NA;NA;79805;Siphocypraea (Okeechobea) brantleyi;NA;species;343149;Early Pleistocene;;2.58;0.774
743243;occ;NA;NA;79805;Siphocypraea (Pahayokea) aspenae;NA;species;343146;Early Pleistocene;;2.58;0.774
743700;occ;NA;NA;79847;Siphocypraea dimasi;NA;species;343062;Late Pliocene;Pleistocene;3.6;0.0117
743701;occ;NA;NA;79847;Siphocypraea mulepenensis;NA;species;343074;Late Pliocene;Pleistocene;3.6;0.0117
744293;occ;NA;NA;79876;Akleistostoma jenniferae;NA;species;343119;Late Pliocene;;3.6;2.58
744294;occ;NA;NA;79876;Akleistostoma macbrideae;NA;species;343155;Late Pliocene;;3.6;2.58
744295;occ;NA;NA;79876;Calusacypraea tequesta;NA;species;121276;Late Pliocene;;3.6;2.58
744296;occ;NA;NA;79876;Calusacypraea (Myakkacypraea) myakka;NA;species;82795;Late Pliocene;;3.6;2.58
744297;occ;NA;NA;79876;Siphocypraea metae;NA;species;343715;Late Pliocene;;3.6;2.58
744311;occ;NA;NA;79876;Siphocypraea (Pahayokea) kissimmeensis;NA;species;343135;Late Pliocene;;3.6;2.58
744337;occ;NA;NA;79875;Akleistostoma rilkoi;NA;species;343179;Late Pliocene;;3.6;2.58
744338;occ;NA;NA;79875;Calusacypraea sarasotaensis;NA;species;121275;Late Pliocene;;3.6;2.58
744339;occ;NA;NA;79875;Calusacypraea (Myakkacypraea) kelleyi;NA;species;343126;Late Pliocene;;3.6;2.58
744340;occ;NA;NA;79875;Pseudadusta kalafuti;NA;species;342988;Late Pliocene;;3.6;2.58
744341;occ;NA;NA;79875;Siphocypraea cannoni;NA;species;342009;Late Pliocene;;3.6;2.58
744342;occ;NA;NA;79875;Siphocypraea (Pahayokea) parodizi;NA;species;343710;Late Pliocene;;3.6;2.58
744360;occ;NA;NA;79875;Akleistostoma bairdi;NA;species;82791;Late Pliocene;;3.6;2.58
744361;occ;NA;NA;79875;Siphocypraea (Pahayokea) basingerensis;NA;species;343147;Late Pliocene;;3.6;2.58
744391;occ;NA;NA;79874;Calusacypraea (Myakkacypraea) schnireli;NA;species;82796;Late Pliocene;;3.6;2.58
744392;occ;NA;NA;79874;Pseudadusta marilynae;NA;species;343717;Late Pliocene;;3.6;2.58
744393;occ;NA;NA;79874;Siphocypraea (Pahayokea) alligator;NA;species;343142;Late Pliocene;;3.6;2.58
744410;occ;NA;NA;79874;Akleistostoma diegelae;NA;species;342580;Late Pliocene;;3.6;2.58
744411;occ;NA;NA;79874;Siphocypraea (Pahayokea) gabrielleae;NA;species;343133;Late Pliocene;;3.6;2.58
744412;occ;NA;NA;79874;Siphocypraea (Pahayokea) penningtonorum;NA;species;343712;Late Pliocene;;3.6;2.58
744413;occ;NA;NA;79874;Siphocypraea (Pahayokea) rucksorum;NA;species;343714;Late Pliocene;;3.6;2.58
744454;occ;NA;NA;79855;Siphocypraea;NA;genus;10471;Messinian;;7.246;5.333
744591;occ;NA;NA;79871;Luria;NA;genus;115679;Early Pleistocene;;2.58;0.774
744615;occ;NA;NA;79871;Proadusta;NA;genus;10309;Early Pleistocene;;2.58;0.774
745506;occ;NA;NA;79965;Akleistostoma;NA;genus;82790;Tortonian;Zanclean;11.63;3.6
745507;occ;NA;NA;79965;Siphocypraea;NA;genus;10471;Tortonian;Zanclean;11.63;3.6
745561;occ;NA;NA;79960;Akleistostoma carolinensis;NA;species;335331;Late Pliocene;;3.6;2.58
745562;occ;NA;NA;79960;Akleistostoma pilsbryi;NA;species;341755;Late Pliocene;;3.6;2.58
745570;occ;NA;NA;79960;Akleistostoma crocodila;NA;species;343153;Late Pliocene;;3.6;2.58
745571;occ;NA;NA;79960;Siphocypraea (Pahayokea) erici;NA;species;343134;Late Pliocene;;3.6;2.58
745572;occ;NA;NA;79960;Siphocypraea duerri;NA;species;121274;Late Pliocene;;3.6;2.58
745685;occ;NA;NA;79331;Cypraea problematica;NA;species;342576;Early Pleistocene;;2.58;0.774
745711;occ;NA;NA;79959;Akleistostoma floridana;NA;species;343114;Late Pliocene;;3.6;2.58
745712;occ;NA;NA;79959;Siphocypraea (Pahayokea) mansfieldi;NA;species;343708;Late Pliocene;;3.6;2.58
745713;occ;NA;NA;79959;Calusacypraea globulina;NA;species;82793;Late Pliocene;;3.6;2.58
745714;occ;NA;NA;79959;Calusacypraea briani;NA;species;121273;Late Pliocene;;3.6;2.58
745715;occ;NA;NA;79959;Pseudadusta hertweckorum;NA;species;342963;Late Pliocene;;3.6;2.58
745716;occ;NA;NA;79959;Siphocypraea trippeana;NA;species;342082;Late Pliocene;;3.6;2.58
745787;occ;NA;NA;79959;Akleistostoma hughesi;NA;species;342629;Late Pliocene;;3.6;2.58
745851;occ;NA;NA;79958;Pseudadusta ketteri;NA;species;343139;Late Pliocene;;3.6;2.58
745852;occ;NA;NA;79958;Pseudadusta lindae;NA;species;342724;Late Pliocene;;3.6;2.58
745926;occ;NA;NA;79958;Siphocypraea grovesi;NA;species;342625;Late Pliocene;;3.6;2.58
746327;occ;NA;NA;79985;Siphocypraea;NA;genus;10471;Tortonian;;11.63;7.246
746598;occ;NA;NA;79992;Macrocypraea;NA;genus;10084;Late Pliocene;;3.6;2.58
746698;occ;NA;NA;79995;Siphocypraea;NA;genus;10471;Tortonian;;11.63;7.246
746752;occ;NA;NA;79996;Siphocypraea;NA;genus;10471;Tortonian;;11.63;7.246
748617;occ;NA;NA;80084;Cypraea;NA;genus;9724;Zanclean;;5.333;3.6
749100;occ;NA;NA;80084;Erosaria spurca;NA;species;109031;Zanclean;;5.333;3.6
749101;occ;NA;NA;80084;Zonaria spurcoides;NA;species;109032;Zanclean;;5.333;3.6
749102;occ;NA;NA;80084;Pseudozonaria raymondrobertsi;NA;species;335320;Zanclean;;5.333;3.6
749103;occ;NA;NA;80084;Luria isabella;NA;species;60036;Zanclean;;5.333;3.6
749104;occ;NA;NA;80084;Muracypraea henekeni;NA;species;161733;Zanclean;;5.333;3.6
749140;occ;NA;NA;74915;Muracypraea henekeni;NA;species;161733;Late Miocene;;11.63;5.333
749151;occ;NA;NA;74934;Cypraeorbis noveli;NA;species;109030;Tortonian;;11.63;7.246
749156;occ;NA;NA;74963;Muracypraea henekeni;NA;species;161733;Burdigalian;Langhian;20.45;13.82
749222;occ;NA;NA;80136;Luria isabella;NA;species;60036;Zanclean;;5.333;3.6
749225;occ;NA;NA;80136;Zonaria spurcoides;NA;species;109032;Zanclean;;5.333;3.6
749226;occ;NA;NA;80136;Macrocypraea zebra;NA;species;109181;Zanclean;;5.333;3.6
749228;occ;NA;NA;80136;Erosaria spurca;NA;species;109031;Zanclean;;5.333;3.6
749229;occ;NA;NA;80136;Cypraea (Luria) cinerea;NA;species;167360;Zanclean;;5.333;3.6
749529;occ;NA;NA;80170;Cypraeorbis vaughani;NA;species;121228;Thanetian;;59.24;56
749711;occ;NA;NA;79761;Calusacypraea briani;NA;species;121273;Late Pliocene;;3.6;2.58
749712;occ;NA;NA;79761;Siphocypraea duerri;NA;species;121274;Late Pliocene;;3.6;2.58
749713;occ;NA;NA;79761;Calusacypraea tequesta;NA;species;121276;Late Pliocene;;3.6;2.58
749714;occ;NA;NA;79761;Calusacypraea sarasotaensis;NA;species;121275;Late Pliocene;;3.6;2.58
749752;occ;NA;NA;80184;Cypraeorbis kendrewi;NA;species;121325;Early Oligocene;;33.9;27.03
751409;occ;NA;NA;80407;Macrocypraea zebra;NA;species;109181;Late Pleistocene;;0.129;0.0117
751410;occ;NA;NA;80407;Cypraea (Luria) cinerea;NA;species;167360;Late Pleistocene;;0.129;0.0117
751560;occ;NA;NA;80412;Muracypraea ormenoi;NA;species;121799;Burdigalian;;20.45;15.98
751561;occ;NA;NA;80411;Muracypraea ormenoi;NA;species;121799;Middle Miocene;;15.98;11.63
752020;occ;NA;NA;48660;Cypraeidae;NA;family;60047;Burdigalian;;20.45;15.98
752427;occ;NA;NA;80564;Schilderia flavicula;NA;species;341088;Zanclean;;5.333;3.6
752429;occ;NA;NA;80564;Schilderia plioamygdalum;NA;species;342060;Zanclean;;5.333;3.6
752431;occ;NA;NA;80562;Schilderia flavicula;NA;species;341088;Piacenzian;;3.6;2.58
752433;occ;NA;NA;80562;Schilderia utricolata;NA;species;340331;Piacenzian;;3.6;2.58
752434;occ;NA;NA;80562;Schilderia plioamygdalum;NA;species;342060;Piacenzian;;3.6;2.58
752435;occ;NA;NA;80562;Schilderia pseudamygdalum;NA;species;342064;Piacenzian;;3.6;2.58
752436;occ;NA;NA;80562;Schilderia garonettii;NA;species;342066;Piacenzian;;3.6;2.58
752446;occ;NA;NA;80561;Pedicularia deshayesiana;NA;species;342077;Piacenzian;;3.6;2.58
752447;occ;NA;NA;80562;Zonaria porcellus;NA;species;164299;Piacenzian;;3.6;2.58
752454;occ;NA;NA;80562;Pedicularia deshayesiana;NA;species;342077;Piacenzian;;3.6;2.58
753359;occ;NA;NA;80676;Cypraea;NA;genus;9724;Middle Pleistocene;;0.774;0.129
753433;occ;NA;NA;80677;Cypraea (Luria) cinerea;NA;species;167360;Late Pleistocene;;0.129;0.0117
753434;occ;22342;NA;80677;Erosaria acicularis;NA;species;167365;Late Pleistocene;;0.129;0.0117
753435;occ;NA;NA;80677;Cypraea;NA;genus;9724;Late Pleistocene;;0.129;0.0117
753735;occ;NA;NA;80719;Cypraea pantherina;NA;species;336507;Late Pleistocene;;0.129;0.0117
754951;occ;NA;NA;80835;Cypraea;NA;genus;9724;Late Pleistocene;;0.129;0.0117
755017;occ;NA;NA;80837;Cypraea;NA;genus;9724;Late Pleistocene;;0.129;0.0117
756401;occ;NA;NA;80965;Cypraea (Erosaria) helvola;NA;species;60034;Late Pleistocene;;0.129;0.0117
756419;occ;NA;NA;80966;Cypraea (Erosaria) helvola;NA;species;60034;Late Pleistocene;;0.129;0.0117
756420;occ;NA;NA;80966;Pustularia cicercula;NA;species;170606;Late Pleistocene;;0.129;0.0117
756421;occ;NA;NA;80966;Cypraea (Staphylaea) nucleus;NA;species;170608;Late Pleistocene;;0.129;0.0117
756845;occ;NA;NA;81007;Cypraea (Erosaria) helvola;NA;species;60034;Late Pleistocene;;0.129;0.0117
756846;occ;NA;NA;81007;Pustularia cicercula;NA;species;170606;Late Pleistocene;;0.129;0.0117
756847;occ;NA;NA;81007;Cypraea (Staphylaea) nucleus;NA;species;170608;Late Pleistocene;;0.129;0.0117
756848;occ;NA;NA;81007;Staphylaea (Staphylaea) staphylaea;NA;species;60043;Late Pleistocene;;0.129;0.0117
756871;occ;NA;NA;81008;Cypraea (Erosaria) helvola;NA;species;60034;Late Pleistocene;;0.129;0.0117
756917;occ;NA;NA;81009;Cypraea (Erosaria) helvola;NA;species;60034;Late Pleistocene;;0.129;0.0117
756937;occ;NA;NA;81011;Cypraea (Purpuradusta) fimbriata;NA;species;170601;Late Pleistocene;;0.129;0.0117
756938;occ;NA;NA;81011;Cypraea (Erosaria) helvola;NA;species;60034;Late Pleistocene;;0.129;0.0117
756939;occ;NA;NA;81011;Mauritia scurra;NA;species;342823;Late Pleistocene;;0.129;0.0117
756940;occ;NA;NA;81011;Luria isabella;NA;species;60036;Late Pleistocene;;0.129;0.0117
756941;occ;NA;NA;81011;Erronea caurica;NA;species;60027;Late Pleistocene;;0.129;0.0117
757287;occ;NA;NA;81036;Pustularia globulus;NA;species;342933;Late Pleistocene;;0.129;0.0117
757288;occ;NA;NA;81036;Cypraea (Erosaria) helvola;NA;species;60034;Late Pleistocene;;0.129;0.0117
757302;occ;NA;NA;81036;Mauritia scurra;NA;species;342823;Late Pleistocene;;0.129;0.0117
757348;occ;NA;NA;81044;Cypraeorbis splendens;NA;species;105963;Early Oligocene;;33.9;27.03
757362;occ;NA;NA;81043;Cypraea;NA;genus;9724;Priabonian;;37.71;33.9
757540;occ;NA;NA;81058;Archicypraea prisca;NA;species;342573;Ypresian;;56;48.07
757553;occ;NA;NA;81059;Archicypraea prisca;NA;species;342573;Lutetian;;48.07;41.03
757755;occ;NA;NA;81072;Cypraea (Erosaria) helvola;NA;species;60034;Late Pleistocene;;0.129;0.0117
757828;occ;NA;NA;81077;Naria erosa;NA;species;60031;Late Pleistocene;;0.129;0.0117
757829;occ;NA;NA;81077;Cypraea (Erosaria) helvola;NA;species;60034;Late Pleistocene;;0.129;0.0117
757845;occ;NA;NA;81078;Cypraea (Erosaria) helvola;NA;species;60034;Late Pleistocene;;0.129;0.0117
757857;occ;NA;NA;81079;Naria erosa;NA;species;60031;Late Pleistocene;;0.129;0.0117
757858;occ;NA;NA;81079;Cypraea (Erosaria) helvola;NA;species;60034;Late Pleistocene;;0.129;0.0117
758080;occ;NA;NA;81089;Pustularia globulus;NA;species;342933;Late Pleistocene;;0.129;0.0117
758116;occ;NA;NA;81092;Cypraea (Erosaria) helvola;NA;species;60034;Late Pleistocene;;0.129;0.0117
758127;occ;NA;NA;81092;Mauritia arabica;NA;species;60023;Late Pleistocene;;0.129;0.0117
758136;occ;NA;NA;81093;Naria erosa;NA;species;60031;Late Pleistocene;;0.129;0.0117
758147;occ;NA;NA;81094;Naria erosa;NA;species;60031;Late Pleistocene;;0.129;0.0117
758180;occ;NA;NA;81097;Naria erosa;NA;species;60031;Late Pleistocene;;0.129;0.0117
765406;occ;NA;NA;70098;Barycypraea subtetragona;NA;species;127320;Late Miocene;;11.63;5.333
768395;occ;NA;NA;81976;Muracypraea caroniensis;NA;species;167374;Late Miocene;;11.63;5.333
780321;occ;NA;NA;83950;Cypraeorbis bulbus;NA;species;335387;Ypresian;;56;48.07
782633;occ;NA;NA;84337;Cypraeorbis bulbus;NA;species;335387;Ypresian;;56;48.07
784510;occ;NA;NA;84524;Erronea pyriformis;NA;species;135456;Pliocene;;5.333;2.58
787711;occ;NA;NA;85086;Erosaria cernica;NA;species;342012;Early Pleistocene;;2.58;0.774
787893;occ;NA;NA;85098;Erosaria cernica;NA;species;342012;Early Pleistocene;;2.58;0.774
797276;occ;NA;NA;86659;Gisortia gigantea;NA;species;114125;Priabonian;;37.71;33.9
799416;occ;NA;NA;87000;Cypraea;NA;genus;9724;Danian;Selandian;66;59.24
805159;occ;NA;NA;87873;Luria isabella;NA;species;60036;Late Pleistocene;;0.129;0.0117
805192;occ;NA;NA;87876;Luria isabella;NA;species;60036;Late Pleistocene;;0.129;0.0117
805493;occ;NA;NA;87867;Protocypraea riachuelana;NA;species;144160;Middle Albian;;110.1;106.3
808040;occ;NA;NA;88296;Muracypraea henekeni;NA;species;161733;Late Miocene;;11.63;5.333
808604;occ;NA;NA;88391;Cypraeorbis boggsi;NA;species;146839;Late Eocene;;37.71;33.9
810998;occ;NA;NA;88886;Cypraea (Lyncina) vitellus;NA;species;60046;Late Pleistocene;;0.129;0.0117
810999;occ;NA;NA;88886;Cypraea (Purpuradusta) fimbriata;NA;species;170601;Late Pleistocene;;0.129;0.0117
811000;occ;NA;NA;88886;Cypraea (Erosaria) helvola;NA;species;60034;Late Pleistocene;;0.129;0.0117
811001;occ;NA;NA;88886;Cypraea (Erosaria) caputserpentis;NA;species;147494;Late Pleistocene;;0.129;0.0117
812363;occ;NA;NA;89289;Cypraea (Erosaria) caputserpentis;NA;species;147494;Late Pleistocene;;0.129;0.0117
812364;occ;NA;NA;89289;Lyncina carneola;NA;species;60026;Late Pleistocene;;0.129;0.0117
812365;occ;NA;NA;89289;Pustularia cicercula;NA;species;170606;Late Pleistocene;;0.129;0.0117
812366;occ;NA;NA;89289;Naria erosa;NA;species;60031;Late Pleistocene;;0.129;0.0117
812367;occ;NA;NA;89289;Nucleolaria granulata;NA;species;147496;Late Pleistocene;;0.129;0.0117
812368;occ;NA;NA;89289;Cypraea (Erosaria) helvola;NA;species;60034;Late Pleistocene;;0.129;0.0117
812369;occ;NA;NA;89289;Luria isabella;NA;species;60036;Late Pleistocene;;0.129;0.0117
812370;occ;NA;NA;89289;Erosaria labrolineata;NA;species;343013;Late Pleistocene;;0.129;0.0117
812371;occ;NA;NA;89289;Mauritia maculifera;NA;species;147498;Late Pleistocene;;0.129;0.0117
812420;occ;NA;NA;89290;Cypraea (Erosaria) caputserpentis;NA;species;147494;Late Pleistocene;;0.129;0.0117
812421;occ;NA;NA;89290;Pustularia cicercula;NA;species;170606;Late Pleistocene;;0.129;0.0117
812422;occ;NA;NA;89290;Nucleolaria granulata;NA;species;147496;Late Pleistocene;;0.129;0.0117
812423;occ;NA;NA;89290;Cypraea (Erosaria) helvola;NA;species;60034;Late Pleistocene;;0.129;0.0117
812424;occ;NA;NA;89290;Luria isabella;NA;species;60036;Late Pleistocene;;0.129;0.0117
812461;occ;NA;NA;89292;Cypraea (Erosaria) caputserpentis;NA;species;147494;Late Pleistocene;;0.129;0.0117
812462;occ;NA;NA;89292;Nucleolaria granulata;NA;species;147496;Late Pleistocene;;0.129;0.0117
812463;occ;NA;NA;89292;Cypraea (Erosaria) helvola;NA;species;60034;Late Pleistocene;;0.129;0.0117
812464;occ;NA;NA;89292;Luria isabella;NA;species;60036;Late Pleistocene;;0.129;0.0117
812465;occ;NA;NA;89292;Mauritia maculifera;NA;species;147498;Late Pleistocene;;0.129;0.0117
812466;occ;NA;NA;89292;Talostolida teres;NA;species;170596;Late Pleistocene;;0.129;0.0117
812548;occ;NA;NA;89294;Cypraea (Erosaria) caputserpentis;NA;species;147494;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812549;occ;NA;NA;89294;Lyncina carneola;NA;species;60026;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812550;occ;NA;NA;89294;Pustularia cicercula;NA;species;170606;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812551;occ;NA;NA;89294;Naria erosa;NA;species;60031;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812552;occ;NA;NA;89294;Cypraea (Purpuradusta) fimbriata;NA;species;170601;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812553;occ;NA;NA;89294;Cribrarula gaskoini;NA;species;342872;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812554;occ;NA;NA;89294;Nucleolaria granulata;NA;species;147496;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812555;occ;NA;NA;89294;Cypraea (Erosaria) helvola;NA;species;60034;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812556;occ;NA;NA;89294;Luria isabella;NA;species;60036;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812557;occ;NA;NA;89294;Lyncina leviathan;NA;species;343007;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812558;occ;NA;NA;89294;Mauritia maculifera;NA;species;147498;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812559;occ;NA;NA;89294;Cypraea (Lyncina) schilderorum;NA;species;338756;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812560;occ;NA;NA;89294;Talparia talpa;NA;species;342289;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812561;occ;NA;NA;89294;Talostolida teres;NA;species;170596;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812562;occ;NA;NA;89294;Luria tessellata;NA;species;335343;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812664;occ;NA;NA;89299;Cypraea (Erosaria) caputserpentis;NA;species;147494;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812665;occ;NA;NA;89299;Lyncina carneola;NA;species;60026;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812666;occ;NA;NA;89299;Naria erosa;NA;species;60031;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812667;occ;NA;NA;89299;Luria isabella;NA;species;60036;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812677;occ;NA;NA;89300;Cypraea (Erosaria) caputserpentis;NA;species;147494;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812678;occ;NA;NA;89300;Pustularia cicercula;NA;species;170606;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812679;occ;NA;NA;89300;Naria erosa;NA;species;60031;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812680;occ;NA;NA;89300;Cypraea (Erosaria) helvola;NA;species;60034;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812681;occ;NA;NA;89300;Luria isabella;NA;species;60036;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812682;occ;NA;NA;89300;Luria tessellata;NA;species;335343;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812683;occ;NA;NA;89300;Cypraea (Lyncina) vitellus;NA;species;60046;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812706;occ;NA;NA;89301;Cypraea (Erosaria) caputserpentis;NA;species;147494;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812707;occ;NA;NA;89301;Cypraea (Erosaria) helvola;NA;species;60034;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812714;occ;NA;NA;89302;Cypraea (Erosaria) caputserpentis;NA;species;147494;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812715;occ;NA;NA;89302;Pustularia cicercula;NA;species;170606;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812716;occ;NA;NA;89302;Naria erosa;NA;species;60031;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812717;occ;NA;NA;89302;Cypraea (Erosaria) helvola;NA;species;60034;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812718;occ;NA;NA;89302;Luria isabella;NA;species;60036;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812719;occ;NA;NA;89302;Luria tessellata;NA;species;335343;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812737;occ;NA;NA;89303;Cypraea (Erosaria) caputserpentis;NA;species;147494;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812738;occ;NA;NA;89303;Naria erosa;NA;species;60031;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812739;occ;NA;NA;89303;Nucleolaria granulata;NA;species;147496;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812740;occ;NA;NA;89303;Cypraea (Erosaria) helvola;NA;species;60034;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812741;occ;NA;NA;89303;Mauritia maculifera;NA;species;147498;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812757;occ;NA;NA;89304;Cypraea (Erosaria) caputserpentis;NA;species;147494;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812758;occ;NA;NA;89304;Nucleolaria granulata;NA;species;147496;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812759;occ;NA;NA;89304;Cypraea (Erosaria) helvola;NA;species;60034;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812764;occ;NA;NA;89305;Cypraea (Erosaria) helvola;NA;species;60034;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812774;occ;NA;NA;89306;Cypraea (Erosaria) caputserpentis;NA;species;147494;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812775;occ;NA;NA;89306;Naria erosa;NA;species;60031;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812785;occ;NA;NA;89307;Cypraea (Erosaria) caputserpentis;NA;species;147494;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812786;occ;NA;NA;89307;Lyncina carneola;NA;species;60026;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812787;occ;NA;NA;89307;Pustularia cicercula;NA;species;170606;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812788;occ;NA;NA;89307;Naria erosa;NA;species;60031;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812789;occ;NA;NA;89307;Cribrarula gaskoini;NA;species;342872;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812790;occ;NA;NA;89307;Nucleolaria granulata;NA;species;147496;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812791;occ;NA;NA;89307;Cypraea (Erosaria) helvola;NA;species;60034;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812792;occ;NA;NA;89307;Mauritia maculifera;NA;species;147498;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812793;occ;NA;NA;89307;Talparia talpa;NA;species;342289;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812794;occ;NA;NA;89307;Luria tessellata;NA;species;335343;Middle Pleistocene;Late Pleistocene;0.774;0.0117
812816;occ;NA;NA;89308;Pustularia cicercula;NA;species;170606;Middle Pleistocene;Late Pleistocene;0.774;0.0117
813101;occ;NA;NA;89400;Cypraea (Erosaria) caputserpentis;NA;species;147494;Late Pleistocene;;0.129;0.0117
813102;occ;NA;NA;89400;Pustularia cicercula;NA;species;170606;Late Pleistocene;;0.129;0.0117
813103;occ;NA;NA;89400;Naria erosa;NA;species;60031;Late Pleistocene;;0.129;0.0117
813104;occ;NA;NA;89400;Cypraea (Erosaria) helvola;NA;species;60034;Late Pleistocene;;0.129;0.0117
813105;occ;NA;NA;89400;Luria isabella;NA;species;60036;Late Pleistocene;;0.129;0.0117
813106;occ;NA;NA;89400;Mauritia scurra;NA;species;342823;Late Pleistocene;;0.129;0.0117
813107;occ;NA;NA;89400;Luria tessellata;NA;species;335343;Late Pleistocene;;0.129;0.0117
813128;occ;NA;NA;89401;Cypraea (Erosaria) caputserpentis;NA;species;147494;Late Pleistocene;;0.129;0.0117
813129;occ;NA;NA;89401;Mauritia maculifera;NA;species;147498;Late Pleistocene;;0.129;0.0117
813141;occ;NA;NA;89402;Cypraea (Erosaria) caputserpentis;NA;species;147494;Late Pleistocene;;0.129;0.0117
813142;occ;NA;NA;89402;Nucleolaria granulata;NA;species;147496;Late Pleistocene;;0.129;0.0117
813143;occ;NA;NA;89402;Cypraea (Erosaria) helvola;NA;species;60034;Late Pleistocene;;0.129;0.0117
813144;occ;NA;NA;89402;Luria isabella;NA;species;60036;Late Pleistocene;;0.129;0.0117
813164;occ;NA;NA;89403;Cypraea (Erosaria) helvola;NA;species;60034;Late Pleistocene;;0.129;0.0117
813174;occ;NA;NA;89404;Cypraea (Erosaria) caputserpentis;NA;species;147494;Late Pleistocene;;0.129;0.0117
