occurrence_no;record_type;reid_no;flags;collection_no;accepted_name;accepted_attr;accepted_rank;accepted_no;early_interval;late_interval;max_ma;min_ma
1321276;occ;NA;NA;177708;Prozonarina regalis;NA;species;342491;Chattian;;27.03;23.04
1321277;occ;NA;NA;177708;Plaziatia parasigmapertura;NA;species;342476;Chattian;;27.03;23.04
1321278;occ;NA;NA;177708;Subepona herrerensis;NA;species;336825;Chattian;;27.03;23.04
1321279;occ;NA;NA;177708;Praerosaria biacuta;NA;species;341973;Chattian;;27.03;23.04
1321280;occ;NA;NA;177708;Praerosaria perlacea;NA;species;342796;Chattian;;27.03;23.04
1321281;occ;NA;NA;177708;Praerosaria tabulata;NA;species;342295;Chattian;;27.03;23.04
1321282;occ;NA;NA;177708;Nucleolaria bezoyensis;NA;species;341972;Chattian;;27.03;23.04
1321285;occ;NA;NA;152697;Cypraeopsis (Cypraeopsis) aquensis;NA;species;339156;Chattian;;27.03;23.04
1321286;occ;NA;NA;152689;Luria (Tessellata) cahuzaci;NA;species;341988;Chattian;;27.03;23.04
1321287;occ;NA;NA;152689;Luria (Tessellata) castinea;NA;species;342011;Chattian;;27.03;23.04
1321288;occ;NA;NA;152689;Luria (Tessellata) chattica;NA;species;342018;Chattian;;27.03;23.04
1321289;occ;NA;NA;152689;Ransonia ferruginosa;NA;species;342622;Chattian;;27.03;23.04
1321290;occ;NA;NA;152689;Ransonia gofasi;NA;species;342937;Chattian;;27.03;23.04
1321291;occ;NA;NA;152689;Prozonarina haueriana;NA;species;342950;Chattian;;27.03;23.04
1321292;occ;NA;NA;152689;Prozonarina regalis;NA;species;342491;Chattian;;27.03;23.04
1321293;occ;NA;NA;152689;Plaziatia amandula;NA;species;341784;Chattian;;27.03;23.04
1321294;occ;NA;NA;152689;Plaziatia estotiensis;NA;species;342599;Chattian;;27.03;23.04
1321295;occ;NA;NA;152689;Plaziatia parasigmapertura;NA;species;342476;Chattian;;27.03;23.04
1321296;occ;NA;NA;152689;Subepona herrerensis;NA;species;336825;Chattian;;27.03;23.04
1321297;occ;NA;NA;152689;Praerosaria charlenae;NA;species;342017;Chattian;;27.03;23.04
1321298;occ;NA;NA;152689;Praerosaria herosae;NA;species;342961;Chattian;;27.03;23.04
1321299;occ;NA;NA;152689;Nucleolaria bezoyensis;NA;species;341972;Chattian;;27.03;23.04
1321301;occ;NA;NA;177709;Cypraeopsis vandervlerki;NA;species;339159;Aquitanian;Burdigalian;23.04;15.98
1322125;occ;NA;NA;177883;Afrocypraea chubbi;NA;species;339372;Santonian;;85.7;83.6
1322126;occ;NA;NA;177670;Eotrivia faracii;NA;species;339375;Lutetian;;48.07;41.03
1322127;occ;NA;NA;177665;Eotrivia faracii;NA;species;339375;Lutetian;;48.07;41.03
1322128;occ;NA;NA;177670;Eotrivia palumbella;NA;species;339379;Lutetian;;48.07;41.03
1322193;occ;NA;NA;70203;Chelycypraea (Miolyncina) subovum;NA;species;339392;Burdigalian;;20.45;15.98
1322194;occ;NA;NA;177885;Miolyncina cocconii;NA;species;339394;Piacenzian;;3.6;2.58
1322195;occ;NA;NA;177886;Miolyncina cocconii;NA;species;339394;Piacenzian;;3.6;2.58
1322863;occ;NA;NA;171521;Gisortia tuberculosa;NA;species;162243;Ypresian;;56;48.07
1322994;occ;NA;NA;123125;Schilderia semidenticulata;NA;species;342827;Badenian;;13.82;12.8
1322995;occ;NA;NA;123125;Prozonarina brocchii;NA;species;339514;Badenian;;13.82;12.8
1322996;occ;NA;NA;123125;Schilderia amygdalum;NA;species;340717;Badenian;;13.82;12.8
1323107;occ;NA;NA;38823;Miolyncina conjungens;NA;species;342591;Badenian;;13.82;12.8
1323108;occ;NA;NA;38823;Zonarina exglobosa;NA;species;340279;Badenian;;13.82;12.8
1323109;occ;NA;NA;38823;Schilderia semidenticulata;NA;species;342827;Badenian;;13.82;12.8
1323110;occ;NA;NA;38823;Schilderia taurovalis;NA;species;342275;Badenian;;13.82;12.8
1323111;occ;NA;NA;38823;Prozonarina brocchii;NA;species;339514;Badenian;;13.82;12.8
1323112;occ;NA;NA;38823;Schilderia amygdalum;NA;species;340717;Badenian;;13.82;12.8
1323113;occ;NA;NA;38823;Schilderia amygdalum;NA;species;340717;Badenian;;13.82;12.8
1323692;occ;NA;NA;171526;Eotrivia pedicularis;NA;species;339664;Lutetian;;48.07;41.03
1323716;occ;NA;NA;178103;Eotrivia pedicularis;NA;species;339664;Bartonian;;41.03;37.71
1323759;occ;NA;NA;70191;Lyncina peyroti;NA;species;342814;Burdigalian;;20.45;15.98
1323761;occ;NA;NA;70191;Trona leporina;NA;species;249742;Burdigalian;;20.45;15.98
1323762;occ;NA;NA;70191;Prozonarina brocchii;NA;species;339514;Burdigalian;;20.45;15.98
1323764;occ;NA;NA;70191;Fossacypraea eburnina;NA;species;339675;Burdigalian;;20.45;15.98
1323859;occ;NA;NA;178108;Jousseaumea grateloupi;NA;species;342940;Burdigalian;;20.45;15.98
1323860;occ;NA;NA;178108;Jousseaumea taurorotunda;NA;species;342285;Burdigalian;;20.45;15.98
1323861;occ;NA;NA;178108;Trona lyncoides;NA;species;342281;Burdigalian;;20.45;15.98
1323862;occ;NA;NA;178108;Schilderia amygdalum;NA;species;340717;Burdigalian;;20.45;15.98
1323863;occ;NA;NA;178108;Prozonarina brocchii;NA;species;339514;Burdigalian;;20.45;15.98
1323864;occ;NA;NA;178108;Schilderia decorticata;NA;species;342126;Burdigalian;;20.45;15.98
1323865;occ;NA;NA;178108;Zonarina haueri;NA;species;342948;Burdigalian;;20.45;15.98
1323866;occ;NA;NA;178108;Loxacypraea orbignyana;NA;species;340541;Burdigalian;;20.45;15.98
1323867;occ;NA;NA;178108;Zonarina pinguis;NA;species;336819;Burdigalian;;20.45;15.98
1323868;occ;NA;NA;178108;Zonarina subelongata;NA;species;342299;Burdigalian;;20.45;15.98
1323869;occ;NA;NA;178108;Schilderia taurovalis;NA;species;342275;Burdigalian;;20.45;15.98
1323870;occ;NA;NA;178108;Mandolina rhomboidalis;NA;species;340288;Burdigalian;;20.45;15.98
1323871;occ;NA;NA;178108;Prozonarina fabagina;NA;species;114844;Burdigalian;;20.45;15.98
1323872;occ;NA;NA;178108;Schilderia amygdalum;NA;species;340717;Burdigalian;;20.45;15.98
1323873;occ;NA;NA;178108;Miolyncina prevostina;NA;species;342480;Burdigalian;;20.45;15.98
1323874;occ;NA;NA;178108;Lyncina tumida;NA;species;340284;Burdigalian;;20.45;15.98
1324462;occ;NA;NA;178110;Jousseaumea grateloupi;NA;species;342940;Burdigalian;;20.45;15.98
1324463;occ;NA;NA;178110;Trona lyncoides;NA;species;342281;Burdigalian;;20.45;15.98
1324464;occ;NA;NA;178110;Schilderia amygdalum;NA;species;340717;Burdigalian;;20.45;15.98
1324465;occ;NA;NA;178110;Prozonarina brocchii;NA;species;339514;Burdigalian;;20.45;15.98
1324466;occ;NA;NA;178110;Zonarina brogniarti;NA;species;341780;Burdigalian;;20.45;15.98
1324467;occ;NA;NA;178110;Schilderia decorticata;NA;species;342126;Burdigalian;;20.45;15.98
1324468;occ;NA;NA;178110;Zonarina annularia;NA;species;341811;Burdigalian;;20.45;15.98
1324469;occ;NA;NA;178110;Zonarina pinguis;NA;species;336819;Burdigalian;;20.45;15.98
1324470;occ;NA;NA;178110;Zonarina provincialis;NA;species;342199;Burdigalian;;20.45;15.98
1324471;occ;NA;NA;178110;Zonarina subelongata;NA;species;342299;Burdigalian;;20.45;15.98
1324472;occ;NA;NA;178110;Schilderia taurovalis;NA;species;342275;Burdigalian;;20.45;15.98
1324473;occ;NA;NA;178110;Mandolina rhomboidalis;NA;species;340288;Burdigalian;;20.45;15.98
1324474;occ;NA;NA;178110;Prozonarina fabagina;NA;species;114844;Burdigalian;;20.45;15.98
1324475;occ;NA;NA;178110;Lyncina tumida;NA;species;340284;Burdigalian;;20.45;15.98
1324709;occ;NA;NA;178111;Zonarina pinguis;NA;species;336819;Burdigalian;;20.45;15.98
1324710;occ;NA;NA;178111;Schilderia taurovalis;NA;species;342275;Burdigalian;;20.45;15.98
1324711;occ;NA;NA;178111;Mandolina rhomboidalis;NA;species;340288;Burdigalian;;20.45;15.98
1324712;occ;NA;NA;178111;Prozonarina fabagina;NA;species;114844;Burdigalian;;20.45;15.98
1324713;occ;NA;NA;178111;Schilderia amygdalum;NA;species;340717;Burdigalian;;20.45;15.98
1324793;occ;NA;NA;178112;Zonarina haueri;NA;species;342948;Langhian;;15.98;13.82
1324794;occ;NA;NA;178112;Prozonarina fabagina;NA;species;114844;Langhian;;15.98;13.82
1324795;occ;NA;NA;178112;Schilderia amygdalum;NA;species;340717;Langhian;;15.98;13.82
1324926;occ;NA;NA;178114;Trona lyncoides;NA;species;342281;Langhian;;15.98;13.82
1324927;occ;NA;NA;178114;Prozonarina brocchii;NA;species;339514;Langhian;;15.98;13.82
1324928;occ;NA;NA;178114;Schilderia taurovalis;NA;species;342275;Langhian;;15.98;13.82
1324929;occ;NA;NA;178114;Mandolina rhomboidalis;NA;species;340288;Langhian;;15.98;13.82
1324930;occ;NA;NA;178114;Fossacypraea extusdentata;NA;species;342606;Langhian;;15.98;13.82
1325029;occ;NA;NA;178116;Prozonarina fabagina;NA;species;114844;Langhian;;15.98;13.82
1325219;occ;NA;NA;178117;Schilderia utricolata;NA;species;340331;Piacenzian;;3.6;2.58
1325587;occ;NA;NA;178119;Eratotrivia crenata;NA;species;337558;Lutetian;;48.07;41.03
1325884;occ;NA;NA;178155;Eotrivia pedicularis;NA;species;339664;Bartonian;;41.03;37.71
1325993;occ;NA;NA;178085;Schilderia columbaria;NA;species;342137;Lutetian;;48.07;41.03
1325994;occ;NA;NA;178085;Schilderia decorticata;NA;species;342126;Lutetian;;48.07;41.03
1325995;occ;NA;NA;178085;Zonaria dujardini;NA;species;342582;Lutetian;;48.07;41.03
1326671;occ;NA;NA;178221;Zonaria porcellus;NA;species;164299;Zanclean;Piacenzian;5.333;2.58
1327011;occ;NA;NA;178322;Mandolina pergibba;NA;species;340309;Langhian;;15.98;13.82
1327353;occ;NA;NA;178456;Archicypraea ancillaria;NA;species;336077;Bartonian;;41.03;37.71
1327378;occ;NA;NA;178457;Zonaria porcellus;NA;species;164299;Gelasian;;2.58;1.8
1327379;occ;NA;NA;178457;Schilderia longiscata;NA;species;340329;Gelasian;;2.58;1.8
1327380;occ;NA;NA;178457;Schilderia utricolata;NA;species;340331;Gelasian;;2.58;1.8
1327553;occ;NA;NA;178468;Schilderia amygdalum;NA;species;340717;Langhian;;15.98;13.82
1327586;occ;NA;NA;178265;Schilderia andegavensis;NA;species;340352;Messinian;;7.246;5.333
1327587;occ;NA;NA;178470;Schilderia lauriatae;NA;species;340354;Messinian;;7.246;5.333
1327588;occ;NA;NA;178470;Schilderia veronicata;NA;species;342829;Messinian;;7.246;5.333
1327589;occ;NA;NA;178470;Schilderia brebioni;NA;species;341982;Messinian;;7.246;5.333
1327590;occ;NA;NA;178470;Schilderia fasciolaria;NA;species;342610;Messinian;;7.246;5.333
1327591;occ;NA;NA;178470;Schilderia incognita;NA;species;342830;Messinian;;7.246;5.333
1328104;occ;NA;NA;70191;Loxacypraea orbignyana;NA;species;340541;Burdigalian;;20.45;15.98
1328105;occ;NA;NA;70203;Loxacypraea plumbea;NA;species;340565;Burdigalian;;20.45;15.98
1328191;occ;NA;NA;178522;Prozonarina brocchii;NA;species;339514;Langhian;;15.98;13.82
1328193;occ;NA;NA;38823;Zonarina brogniarti;NA;species;341780;Badenian;;13.82;12.8
1328194;occ;NA;NA;38823;Zonarina annularia;NA;species;341811;Badenian;;13.82;12.8
1328195;occ;32307;NA;90456;Zonarina abbessensis;NA;species;341783;Aquitanian;;23.04;20.45
1328242;occ;NA;NA;74868;Mandolina rhomboidalis;NA;species;340288;Burdigalian;;20.45;15.98
1328247;occ;NA;NA;178690;Gisortia clarki;NA;species;162241;Ypresian;;56;48.07
1328401;occ;NA;NA;178718;Gisortia clarki;NA;species;162241;Ypresian;;56;48.07
1328409;occ;NA;NA;178719;Gisortia clarki;NA;species;162241;Ypresian;;56;48.07
1328414;occ;41334;NA;178720;Gisortia;NA;genus;9895;Ypresian;;56;48.07
1328687;occ;NA;NA;178778;Gisortia tuberculosa;NA;species;162243;Ypresian;;56;48.07
1328735;occ;NA;NA;86305;Schilderia longiscata;NA;species;340329;Zanclean;;5.333;3.6
1328736;occ;NA;NA;86305;Schilderia utricolata;NA;species;340331;Zanclean;;5.333;3.6
1328871;occ;NA;NA;178810;Schilderia flavicula;NA;species;341088;Zanclean;;5.333;3.6
1329572;occ;NA;NA;178917;Schilderia utricolata;NA;species;340331;Gelasian;;2.58;1.8
1329581;occ;NA;NA;178918;Schilderia flavicula;NA;species;341088;Gelasian;;2.58;1.8
1329582;occ;NA;NA;178918;Schilderia utricolata;NA;species;340331;Gelasian;;2.58;1.8
1329587;occ;NA;NA;178920;Schilderia utricolata;NA;species;340331;Gelasian;;2.58;1.8
1329606;occ;NA;NA;178924;Schilderia flavicula;NA;species;341088;Calabrian;;1.8;0.774
1329621;occ;NA;NA;178931;Schilderia utricolata;NA;species;340331;Gelasian;;2.58;1.8
1329637;occ;NA;NA;74929;Schilderia utricolata;NA;species;340331;Piacenzian;;3.6;2.58
1329660;occ;NA;NA;71157;Schilderia utricolata;NA;species;340331;Piacenzian;;3.6;2.58
1329685;occ;NA;NA;178955;Schilderia flavicula;NA;species;341088;Calabrian;;1.8;0.774
1329686;occ;NA;NA;178955;Schilderia utricolata;NA;species;340331;Calabrian;;1.8;0.774
1329777;occ;NA;NA;65246;Loxacypraea colligens;NA;species;340552;Burdigalian;;20.45;15.98
1329815;occ;NA;NA;179026;Palaeocypraea (Palaeocypraea) korycanensis;NA;species;335059;Late Cenomanian;;100.5;93.9
1329816;occ;NA;NA;179027;Palaeocypraea (Palaeocypraea) korycanensis;NA;species;335059;Late Cenomanian;;100.5;93.9
1329824;occ;NA;NA;179034;Bernaya (Protocypraea) cunliffei;NA;species;314277;Campanian;;83.6;72.2
1330015;occ;NA;NA;179073;Palaeocypraea suciensis;NA;species;335071;Late Campanian;;83.6;72.2
1330174;occ;NA;NA;179034;Bernaya (Protocypraea) veraghoorensis;NA;species;335101;Campanian;;83.6;72.2
1330196;occ;NA;NA;179086;Barycypraea humerosa;NA;species;113707;Burdigalian;;20.45;15.98
1330197;occ;NA;NA;179086;Erronea (Gratiadusta) nasuta;NA;species;113705;Burdigalian;;20.45;15.98
1330198;occ;NA;NA;179086;Callistocypraea (Miolyncina) prunum;NA;species;113704;Burdigalian;;20.45;15.98
1330236;occ;NA;NA;179087;Propustularia gurabonis;NA;species;249714;Messinian;Zanclean;7.246;3.6
1330237;occ;NA;NA;179088;Zonaria heilprinii;NA;species;249760;Burdigalian;;20.45;15.98
1330241;occ;NA;NA;179091;Loxacypraea chilona;NA;species;187671;Burdigalian;;20.45;15.98
1330287;occ;NA;NA;179110;Megalocypraea thomasi;NA;species;162245;Lutetian;;48.07;41.03
1330313;occ;NA;NA;179122;Zonaria praelatior;NA;species;249767;Aquitanian;;23.04;20.45
1330340;occ;NA;NA;179128;Eotrivia (Eotrivia) bouryi;NA;species;337562;Bartonian;;41.03;37.71
1330346;occ;NA;NA;78617;Cypraeacites persona;NA;species;339784;Priabonian;;37.71;33.9
1330347;occ;NA;NA;177886;Zonaria porcellus;NA;species;164299;Piacenzian;;3.6;2.58
1330348;occ;NA;NA;179129;Neobernaya porcellus;NA;species;339396;Piacenzian;;3.6;2.58
1330349;occ;NA;NA;179129;Miolyncina cocconii;NA;species;339394;Piacenzian;;3.6;2.58
1330351;occ;NA;NA;122893;Eopustularia bartonensis;NA;species;335377;Lutetian;Bartonian;48.07;37.71
1330353;occ;NA;NA;179130;Eotrivia pedicularis;NA;species;339664;Bartonian;;41.03;37.71
1330368;occ;NA;NA;179130;Bernaya (Bernaya) obesa;NA;species;335373;Bartonian;;41.03;37.71
1330423;occ;NA;NA;179131;Luria mariaelisabethae;NA;species;249748;Burdigalian;;20.45;15.98
1330426;occ;NA;NA;179132;Eopustularia brackleshamensis;NA;species;337369;Late Eocene;;37.71;33.9
1330438;occ;NA;NA;179133;Macrocypraea anguillana;NA;species;109239;Burdigalian;Serravallian;20.45;11.63
1330449;occ;NA;NA;179134;Macrocypraea anguillana;NA;species;109239;Burdigalian;Serravallian;20.45;11.63
1330580;occ;NA;NA;179144;Akleistostoma pilsbryi;NA;species;341755;Zanclean;;5.333;3.6
1330588;occ;NA;NA;74865;Prozonarina brocchii;NA;species;339514;Aquitanian;;23.04;20.45
1330884;occ;NA;NA;51405;Notocypraea eryma;NA;species;342039;Piacenzian;Gelasian;3.6;1.8
1330885;occ;NA;NA;51405;Umbilia (Umbilia) hesitata;NA;species;84140;Piacenzian;Gelasian;3.6;1.8
1330888;occ;NA;NA;179129;Schilderia garonettii;NA;species;342066;Piacenzian;;3.6;2.58
1331671;occ;NA;NA;178041;Archicypraea prisca;NA;species;342573;Thanetian;;59.24;56
1331696;occ;32410;NA;179337;Akleistostoma hughesi;NA;species;342629;Late Pliocene;;3.6;2.58
1331781;occ;NA;NA;179354;Cypraeorbis sphaeroides;NA;species;342312;Rupelian;;33.9;27.03
1332104;occ;NA;NA;179483;Afrozoila zietsmani;NA;species;342899;Pliocene;;5.333;2.58
1332110;occ;NA;NA;179484;Afrozoila zietsmani;NA;species;342899;Pliocene;;5.333;2.58
1332130;occ;NA;NA;179485;Afrozoila zietsmani;NA;species;342899;Pliocene;;5.333;2.58
1332146;occ;NA;NA;179486;Afrozoila zietsmani;NA;species;342899;Pliocene;;5.333;2.58
1332162;occ;NA;NA;179487;Afrozoila zietsmani;NA;species;342899;Pliocene;;5.333;2.58
1332231;occ;NA;NA;179499;Monetaria moneta;NA;species;60041;Early Miocene;;23.04;15.98
1332232;occ;NA;NA;179499;Erosaria labrolineata;NA;species;343013;Early Miocene;;23.04;15.98
1332233;occ;NA;NA;179499;Cypraea (Erosaria) helvola;NA;species;60034;Early Miocene;;23.04;15.98
1332604;occ;NA;NA;179578;Siphocypraea posei;NA;species;343167;Burdigalian;;20.45;15.98
1332665;occ;NA;NA;179581;Schilderia columbaria;NA;species;342137;Langhian;;15.98;13.82
1332666;occ;NA;NA;179581;Schilderia decorticata;NA;species;342126;Langhian;;15.98;13.82
1332667;occ;NA;NA;179581;Zonaria dujardini;NA;species;342582;Langhian;;15.98;13.82
1332668;occ;NA;NA;179581;Prozonarina maxima;NA;species;105975;Langhian;;15.98;13.82
1332759;occ;NA;NA;179591;Akleistostoma erici;NA;species;343178;Late Pliocene;;3.6;2.58
1332873;occ;NA;NA;179602;Notocypraea jonesiana;NA;species;343286;Middle Miocene;;15.98;11.63
1332947;occ;32456;NA;155784;Zonarina liviae;NA;species;343293;Badenian;;13.82;12.8
1332958;occ;NA;NA;179615;Siphocypraea merriami;NA;species;341299;Piacenzian;;3.6;2.58
1333099;occ;NA;NA;179626;Barycypraea murisimilis;NA;species;127321;Serravallian;;13.82;11.63
1333114;occ;NA;NA;179626;Barycypraea caputviperae;NA;species;187664;Serravallian;;13.82;11.63
1333130;occ;NA;NA;179627;Barycypraea murisimilis;NA;species;127321;Late Miocene;;11.63;5.333
1333172;occ;NA;NA;45344;Eclogavena quadrimaculata;NA;species;342498;Early Pliocene;;5.333;3.6
1333173;occ;NA;NA;45344;Afrozoila gendinganensis;NA;species;342641;Early Pliocene;;5.333;3.6
1333174;occ;NA;NA;45344;Erronea (Adusta) sondeiana;NA;species;342838;Early Pliocene;;5.333;3.6
1333175;occ;NA;NA;45344;Erosaria (Erosaria) pliostaphylaea;NA;species;342819;Early Pliocene;;5.333;3.6
1333198;occ;NA;NA;179628;Pustularia (Pustularia) americana;NA;species;337385;Early Miocene;;23.04;15.98
1333207;occ;NA;NA;179631;Cypraeorbis willcoxi;NA;species;249727;Burdigalian;;20.45;15.98
1333208;occ;NA;NA;179631;Loxacypraea apalachicolae;NA;species;343352;Burdigalian;;20.45;15.98
1333216;occ;NA;NA;179635;Muracypraea andersoni;NA;species;167376;Middle Miocene;;15.98;11.63
1333217;occ;NA;NA;179635;Muracypraea tuberae;NA;species;167377;Middle Miocene;;15.98;11.63
1333219;occ;NA;NA;65246;Loxacypraea genei;NA;species;340562;Burdigalian;;20.45;15.98
1333220;occ;NA;NA;176769;Subepona antiqua;NA;species;343356;Bartonian;;41.03;37.71
1333221;occ;NA;NA;179132;Eopustularia gregorioi;NA;species;337378;Late Eocene;;37.71;33.9
1333222;occ;NA;NA;176769;Eopustularia gregorioi;NA;species;337378;Bartonian;;41.03;37.71
1333236;occ;NA;NA;179642;Muracypraea projecta;NA;species;167378;Serravallian;;13.82;11.63
1333238;occ;NA;NA;179643;Muracypraea grahami;NA;species;167379;Zanclean;;5.333;3.6
1333240;occ;NA;NA;35040;Palaeocypraea spirata;NA;species;334855;Danian;;66;61.66
1333241;occ;NA;NA;137438;Palaeocypraea spirata;NA;species;334855;Danian;;66;61.66
1333244;occ;NA;NA;137438;Palaeocypraea suecica;NA;species;335066;Danian;;66;61.66
1333246;occ;NA;NA;137438;Bernaya (Protocypraea) globuliformis;NA;species;337758;Danian;;66;61.66
1333248;occ;NA;NA;137438;Palaeocypraea (Palaeocypraea) faxensis;NA;species;343406;Danian;;66;61.66
1333282;occ;NA;NA;179647;Palaeocypraea suecica;NA;species;335066;Danian;;66;61.66
1333283;occ;NA;NA;179647;Palaeocypraea spirata;NA;species;334855;Danian;;66;61.66
1333309;occ;NA;NA;179652;Palaeocypraea spirata;NA;species;334855;Danian;;66;61.66
1333347;occ;NA;NA;89240;Cypraeorbis arlettae;NA;species;249740;Burdigalian;;20.45;15.98
1333348;occ;NA;NA;89240;Cypraeorbis willcoxi;NA;species;249727;Burdigalian;;20.45;15.98
1333349;occ;NA;NA;179661;Cypraeacites inflatus;NA;species;339171;Rupelian;;33.9;27.03
1333350;occ;NA;NA;71242;Austrocypraea contusa;NA;species;337405;Middle Miocene;;15.98;11.63
1333353;occ;NA;NA;123125;Fossacypraea hieroglyphica;NA;species;336401;Badenian;;13.82;12.8
1333440;occ;NA;NA;70203;Jousseaumea sublyncoides;NA;species;342283;Burdigalian;;20.45;15.98
1333471;occ;NA;NA;68325;Pseudozonaria frassinettii;NA;species;164294;Tortonian;;11.63;7.246
1333506;occ;NA;NA;92502;Loxacypraea chilona;NA;species;187671;Burdigalian;;20.45;15.98
1333507;occ;NA;NA;92501;Cypraeorbis arlettae;NA;species;249740;Burdigalian;;20.45;15.98
1333508;occ;NA;NA;92457;Cypraeorbis willcoxi;NA;species;249727;Burdigalian;;20.45;15.98
1333509;occ;NA;NA;92457;Zonaria spurcoides;NA;species;109032;Burdigalian;;20.45;15.98
1333511;occ;NA;NA;92458;Loxacypraea emilyae;NA;species;249726;Burdigalian;;20.45;15.98
1333512;occ;NA;NA;92458;Cypraeorbis willcoxi;NA;species;249727;Burdigalian;;20.45;15.98
1333513;occ;NA;NA;92458;Cypraeorbis willcoxi ballista;NA;subspecies;249730;Burdigalian;;20.45;15.98
1333514;occ;NA;NA;92458;Zonaria spurcoides;NA;species;109032;Burdigalian;;20.45;15.98
1333517;occ;NA;NA;92556;Cypraeorbis arlettae;NA;species;249740;Burdigalian;;20.45;15.98
1333518;occ;NA;NA;89575;Luria dominicensis;NA;species;109034;Burdigalian;;20.45;15.98
1333519;occ;NA;NA;89575;Zonaria theresae;NA;species;249753;Burdigalian;;20.45;15.98
1333520;occ;NA;NA;89575;Zonaria heilprinii;NA;species;249760;Burdigalian;;20.45;15.98
1333521;occ;NA;NA;89575;Zonaria shirleyae;NA;species;249763;Burdigalian;;20.45;15.98
1333524;occ;NA;NA;89576;Cypraeorbis willcoxi ballista;NA;subspecies;249730;Burdigalian;;20.45;15.98
1333525;occ;NA;NA;89576;Loxacypraea chilona;NA;species;187671;Burdigalian;;20.45;15.98
1333526;occ;NA;NA;89576;Talparia (Talparia) mariaelisabethae;NA;species;343480;Burdigalian;;20.45;15.98
1333527;occ;NA;NA;89576;Zonaria theresae;NA;species;249753;Burdigalian;;20.45;15.98
1333528;occ;NA;NA;89576;Zonaria heilprinii;NA;species;249760;Burdigalian;;20.45;15.98
1333531;occ;NA;NA;92565;Loxacypraea chilona;NA;species;187671;Burdigalian;;20.45;15.98
1333532;occ;NA;NA;179694;Cypraeorbis willcoxi ballista;NA;subspecies;249730;Burdigalian;;20.45;15.98
1333533;occ;NA;NA;179694;Cypraeorbis willcoxi;NA;species;249727;Burdigalian;;20.45;15.98
1333534;occ;NA;NA;179694;Loxacypraea chilona;NA;species;187671;Burdigalian;;20.45;15.98
1333535;occ;NA;NA;179695;Loxacypraea chilona;NA;species;187671;Burdigalian;;20.45;15.98
1333536;occ;NA;NA;92505;Cypraeorbis willcoxi ballista;NA;subspecies;249730;Burdigalian;;20.45;15.98
1333537;occ;NA;NA;92505;Cypraeorbis willcoxi;NA;species;249727;Burdigalian;;20.45;15.98
1333538;occ;NA;NA;92460;Cypraeorbis willcoxi ballista;NA;subspecies;249730;Burdigalian;;20.45;15.98
1333539;occ;NA;NA;92460;Talparia (Talparia) mariaelisabethae;NA;species;343480;Burdigalian;;20.45;15.98
1333543;occ;NA;NA;92549;Cypraeorbis willcoxi;NA;species;249727;Burdigalian;;20.45;15.98
1333544;occ;NA;NA;92549;Cypraeorbis arlettae;NA;species;249740;Burdigalian;;20.45;15.98
1333545;occ;NA;NA;179696;Cypraeorbis willcoxi;NA;species;249727;Burdigalian;;20.45;15.98
1333546;occ;NA;NA;179696;Cypraeorbis arlettae;NA;species;249740;Burdigalian;;20.45;15.98
1333547;occ;NA;NA;179696;Trona leporina;NA;species;249742;Burdigalian;;20.45;15.98
1333548;occ;NA;NA;179696;Talparia (Talparia) mariaelisabethae;NA;species;343480;Burdigalian;;20.45;15.98
1333549;occ;NA;NA;179696;Zonaria tumulus;NA;species;249757;Burdigalian;;20.45;15.98
1333551;occ;NA;NA;92550;Cypraeorbis willcoxi;NA;species;249727;Burdigalian;;20.45;15.98
1333552;occ;NA;NA;92550;Cypraeorbis arlettae;NA;species;249740;Burdigalian;;20.45;15.98
1333553;occ;NA;NA;92550;Trona leporina;NA;species;249742;Burdigalian;;20.45;15.98
1333554;occ;NA;NA;92550;Luria campbelliana;NA;species;249750;Burdigalian;;20.45;15.98
1333556;occ;NA;NA;92461;Cypraeorbis willcoxi ballista;NA;subspecies;249730;Burdigalian;;20.45;15.98
1333557;occ;NA;NA;92461;Cypraeorbis willcoxi;NA;species;249727;Burdigalian;;20.45;15.98
1333558;occ;NA;NA;92461;Talparia (Talparia) mariaelisabethae;NA;species;343480;Burdigalian;;20.45;15.98
1333559;occ;NA;NA;92551;Cypraeorbis willcoxi ballista;NA;subspecies;249730;Burdigalian;;20.45;15.98
1333560;occ;NA;NA;92551;Cypraeorbis willcoxi;NA;species;249727;Burdigalian;;20.45;15.98
1333561;occ;NA;NA;92551;Loxacypraea chilona;NA;species;187671;Burdigalian;;20.45;15.98
1333562;occ;NA;NA;92551;Trona leporina;NA;species;249742;Burdigalian;;20.45;15.98
1333563;occ;NA;NA;92551;Talparia (Talparia) mariaelisabethae;NA;species;343480;Burdigalian;;20.45;15.98
1333565;occ;NA;NA;92553;Cypraeorbis willcoxi;NA;species;249727;Burdigalian;;20.45;15.98
1333566;occ;NA;NA;92379;Loxacypraea chilona;NA;species;187671;Burdigalian;;20.45;15.98
1333567;occ;NA;NA;92379;Zonaria tumulus;NA;species;249757;Burdigalian;;20.45;15.98
1333568;occ;NA;NA;92379;Zonaria spurcoides;NA;species;109032;Burdigalian;;20.45;15.98
1333569;occ;NA;NA;92379;Zonaria shirleyae;NA;species;249763;Burdigalian;;20.45;15.98
