it	posterior	prior	BD_lik	k_birth	k_death	RJ_hp	root_age	death_age	tot_length
6576000	-2763.492331796348	-72.50154736494852	-2690.9907844313993	6	6	4.816453468063405	147.7878483103789	0.0	3256.3355761243356
6577000	-2752.2752646717227	-73.53794108581684	-2678.737323585906	6	6	3.3019523243217943	147.7878483103789	0.0	3256.3355761243356
6578000	-2754.1995451969333	-80.8114205817629	-2673.3881246151705	6	7	4.474852965441352	147.7878483103789	0.0	3256.3355761243356
6579000	-2758.774317750714	-75.85385598779222	-2682.920461762922	7	5	3.120978325082363	147.7878483103789	0.0	3256.3355761243356
6580000	-2756.026564388382	-77.04015536322137	-2678.986409025161	7	5	4.038505273073774	147.7878483103789	0.0	3256.3355761243356
6581000	-2765.391754093	-86.796691974235	-2678.5950621187653	8	6	6.168405323851937	147.7878483103789	0.0	3256.3355761243356
6582000	-2756.2587761118643	-74.8358903008543	-2681.42288581101	6	6	4.020688281175222	147.7878483103789	0.0	3256.3355761243356
6583000	-2756.6631900170923	-83.14120580479849	-2673.521984212294	7	6	6.012887445039642	147.7878483103789	0.0	3256.3355761243356
6584000	-2756.2130256104265	-80.89868234674206	-2675.3143432636843	7	6	5.99413711426088	147.7878483103789	0.0	3256.3355761243356
6585000	-2758.271384284231	-83.23169156578575	-2675.039692718445	7	6	5.718558664792191	147.7878483103789	0.0	3256.3355761243356
6586000	-2748.5329214545814	-71.7646658214685	-2676.768255633113	7	5	6.126398702277667	147.7878483103789	0.0	3256.3355761243356
6587000	-2756.07857000409	-85.03004734354586	-2671.048522660544	8	6	7.5933005091513195	147.7878483103789	0.0	3256.3355761243356
6588000	-2753.738891225891	-76.40149180416816	-2677.337399421723	7	5	3.5557360310873083	147.7878483103789	0.0	3256.3355761243356
6589000	-2755.7356085951515	-73.91611302289145	-2681.81949557226	7	5	4.389324661493138	147.7878483103789	0.0	3256.3355761243356
6590000	-2751.5280603635	-74.4349806516127	-2677.0930797118876	7	5	4.740884950162089	147.7878483103789	0.0	3256.3355761243356
6591000	-2747.710881227831	-69.56556261568956	-2678.1453186121416	6	5	2.7861112154679923	147.7878483103789	0.0	3256.3355761243356
6592000	-2748.8604257626666	-72.01908684050683	-2676.8413389221596	6	6	3.956386481469705	147.7878483103789	0.0	3256.3355761243356
6593000	-2751.407288198206	-75.5583337513034	-2675.8489544469026	6	6	4.655640435481032	147.7878483103789	0.0	3256.3355761243356
6594000	-2749.7512284491268	-73.74545620804327	-2676.0057722410834	6	6	2.6344804142161564	147.7878483103789	0.0	3256.3355761243356
6595000	-2754.167370799166	-76.00566037354024	-2678.1617104256256	6	6	4.814237951947535	147.7878483103789	0.0	3256.3355761243356
6596000	-2748.4397225385064	-78.26104238151296	-2670.1786801569933	6	6	3.875025132044188	147.7878483103789	0.0	3256.3355761243356
6597000	-2750.359721492418	-71.84072655329919	-2678.518994939119	6	5	4.399749570842791	147.7878483103789	0.0	3256.3355761243356
6598000	-2753.275410122867	-68.06010917043305	-2685.215300952434	6	5	3.9648612249895376	147.7878483103789	0.0	3256.3355761243356
6599000	-2743.3694133617764	-76.74669926627901	-2666.6227140954975	6	6	2.387080083266536	147.7878483103789	0.0	3256.3355761243356
6600000	-2752.4607809298323	-85.16302331176796	-2667.297757618064	7	6	7.122722363786677	147.7878483103789	0.0	3256.3355761243356
6601000	-2747.7244153533434	-75.33930759772316	-2672.38510775562	6	6	6.224013145089826	147.7878483103789	0.0	3256.3355761243356
6602000	-2761.981996597738	-89.67087731788794	-2672.31111927985	7	6	3.191799150089577	147.7878483103789	0.0	3256.3355761243356
6603000	-2748.9577257410347	-74.9457333763336	-2674.011992364701	6	6	4.367653246064483	147.7878483103789	0.0	3256.3355761243356
6604000	-2759.7059391530124	-82.71559208738441	-2676.990347065628	6	7	4.228391926338121	147.7878483103789	0.0	3256.3355761243356
6605000	-2760.229129969747	-85.85150902766883	-2674.3776209420785	6	7	4.754539705110812	147.7878483103789	0.0	3256.3355761243356
6606000	-2754.8803974608873	-86.35534687501533	-2668.525050585872	7	6	4.657454184854728	147.7878483103789	0.0	3256.3355761243356
6607000	-2746.276045599009	-76.89704603285101	-2669.378999566158	6	6	5.214555788870023	147.7878483103789	0.0	3256.3355761243356
6608000	-2748.8577847424513	-77.2590682474545	-2671.5987164949966	6	6	4.702441524585195	147.7878483103789	0.0	3256.3355761243356
6609000	-2748.2625605508492	-73.95244244995067	-2674.3101181008988	6	6	4.53718083999118	147.7878483103789	0.0	3256.3355761243356
6610000	-2753.268637492664	-81.51071848749214	-2671.7579190051715	7	6	5.633571561528346	147.7878483103789	0.0	3256.3355761243356
6611000	-2750.650621799556	-80.20713139639619	-2670.44349040316	7	6	4.603404307302012	147.7878483103789	0.0	3256.3355761243356
6612000	-2750.0677948573907	-67.55807371804856	-2682.509721139342	6	5	3.299889757353893	147.7878483103789	0.0	3256.3355761243356
6613000	-2752.4873812906358	-79.14190692765354	-2673.3454743629823	6	6	4.057538698780608	147.7878483103789	0.0	3256.3355761243356
6614000	-2756.665301342962	-82.36360187997661	-2674.301699462985	8	5	4.74971525494413	147.7878483103789	0.0	3256.3355761243356
6615000	-2749.196406647792	-67.65171012661176	-2681.5446965211804	6	5	4.356097957538342	147.7878483103789	0.0	3256.3355761243356
6616000	-2753.608148407566	-81.35711708494031	-2672.2510313226257	7	6	6.532281341634123	147.7878483103789	0.0	3256.3355761243356
6617000	-2758.525300095084	-80.42940829824073	-2678.0958917968433	7	6	3.7277569012811913	147.7878483103789	0.0	3256.3355761243356
6618000	-2751.9746854272285	-69.12818506389306	-2682.8465003633355	6	5	2.15300892928447	147.7878483103789	0.0	3256.3355761243356
6619000	-2759.9539610520496	-84.6045317463358	-2675.349429305714	8	6	5.762676363877496	147.7878483103789	0.0	3256.3355761243356
6620000	-2753.544080249777	-75.41912325300626	-2678.124956996771	6	6	3.5285955045387967	147.7878483103789	0.0	3256.3355761243356
6621000	-2745.9027170900563	-69.63157816492858	-2676.2711389251276	6	5	8.151406284227537	147.7878483103789	0.0	3256.3355761243356
6622000	-2748.9117884716757	-77.76537372344458	-2671.146414748231	6	6	4.72771528023415	147.7878483103789	0.0	3256.3355761243356
6623000	-2743.7359490004346	-75.61173808918007	-2668.1242109112545	6	6	4.334513006484232	147.7878483103789	0.0	3256.3355761243356
6624000	-2751.0221868189915	-84.31833211174353	-2666.703854707248	7	6	2.640687665645284	147.7878483103789	0.0	3256.3355761243356
6625000	-2741.037042453373	-77.08076221724181	-2663.956280236131	6	6	4.506832683484068	147.7878483103789	0.0	3256.3355761243356
6626000	-2753.9515456351382	-90.41361204010484	-2663.5379335950333	6	8	6.147752321804836	147.7878483103789	0.0	3256.3355761243356
6627000	-2757.043048796944	-87.08721860246764	-2669.955830194476	7	7	6.539914507044385	147.7878483103789	0.0	3256.3355761243356
6628000	-2744.5254389037327	-80.57807306396808	-2663.9473658397646	7	6	6.1867030464145465	147.7878483103789	0.0	3256.3355761243356
6629000	-2741.8620788859935	-77.1591160976185	-2664.702962788375	6	6	4.603065763757777	147.7878483103789	0.0	3256.3355761243356
6630000	-2745.3222389202383	-77.23464109260033	-2668.087597827638	6	6	7.5058857314962175	147.7878483103789	0.0	3256.3355761243356
6631000	-2745.104461421274	-74.22555554145006	-2670.8789058798243	6	5	4.946056299165561	147.7878483103789	0.0	3256.3355761243356
6632000	-2751.494940023673	-75.30394582119584	-2676.1909942024768	6	6	4.283750931756322	147.7878483103789	0.0	3256.3355761243356
6633000	-2742.707856501981	-74.73438504218775	-2667.9734714597935	6	6	4.9092933673151515	147.7878483103789	0.0	3256.3355761243356
6634000	-2757.1968341256425	-85.38490920719265	-2671.8119249184497	6	8	4.634718510073824	147.7878483103789	0.0	3256.3355761243356
6635000	-2745.6131504703153	-73.09148600145869	-2672.5216644688567	6	6	3.0056182475971576	147.7878483103789	0.0	3256.3355761243356
6636000	-2745.1029235258698	-80.71038876095923	-2664.3925347649106	6	6	3.594094155539306	147.7878483103789	0.0	3256.3355761243356
6637000	-2744.528895892369	-78.01579029622225	-2666.5131055961465	6	6	3.223376088006362	147.7878483103789	0.0	3256.3355761243356
6638000	-2741.1834459356114	-72.5591601374429	-2668.6242857981683	6	6	4.945588303640553	147.7878483103789	0.0	3256.3355761243356
6639000	-2745.511505831728	-73.99829715222275	-2671.513208679505	6	6	5.182877389742049	147.7878483103789	0.0	3256.3355761243356
6640000	-2754.329258417828	-84.42537694135308	-2669.903881476475	7	7	4.66155132783549	147.7878483103789	0.0	3256.3355761243356
6641000	-2751.048135905793	-78.69818379958889	-2672.349952106204	7	6	6.649197366726197	147.7878483103789	0.0	3256.3355761243356
6642000	-2756.8523754538924	-69.35141102864827	-2687.500964425244	6	5	3.2934659719814148	147.7878483103789	0.0	3256.3355761243356
6643000	-2757.219180370529	-82.4906085469413	-2674.728571823588	6	7	4.807575161573586	147.7878483103789	0.0	3256.3355761243356
6644000	-2757.495855223123	-77.76882143190714	-2679.7270337912155	7	5	2.8327976348939012	147.7878483103789	0.0	3256.3355761243356
6645000	-2753.780964847475	-73.33534041539383	-2680.445624432081	7	5	4.123443957198814	147.7878483103789	0.0	3256.3355761243356
6646000	-2749.0705927035588	-75.72166315951321	-2673.3489295440454	6	6	2.7163076388632152	147.7878483103789	0.0	3256.3355761243356
6647000	-2750.442625408603	-70.4219209782361	-2680.020704430367	6	5	4.774020214973364	147.7878483103789	0.0	3256.3355761243356
6648000	-2749.216345483419	-69.0963895289649	-2680.119955954454	6	5	2.937949656498985	147.7878483103789	0.0	3256.3355761243356
6649000	-2746.113808836503	-65.0297252679998	-2681.084083568503	6	5	6.336707909153526	147.7878483103789	0.0	3256.3355761243356
6650000	-2746.9133421464744	-81.10708556956573	-2665.8062565769087	6	7	5.312128024682893	147.7878483103789	0.0	3256.3355761243356
6651000	-2742.1337978114866	-78.7498116118938	-2663.383986199593	6	6	4.934891515868897	147.7878483103789	0.0	3256.3355761243356
6652000	-2750.523431760453	-80.05879595050413	-2670.464635809949	6	7	4.696248082136588	147.7878483103789	0.0	3256.3355761243356
6653000	-2744.6012705030835	-78.05954432178193	-2666.5417261813013	6	6	3.5092804453278585	147.7878483103789	0.0	3256.3355761243356
6654000	-2741.91050250656	-81.47450489339157	-2660.4359976131686	7	6	1.9391526864121427	147.7878483103789	0.0	3256.3355761243356
6655000	-2736.7445407325536	-75.05313010166628	-2661.6914106308873	6	6	5.021435599478431	147.7878483103789	0.0	3256.3355761243356
6656000	-2743.111892601389	-77.2764556957463	-2665.835436905643	6	7	5.8316007632804885	147.7878483103789	0.0	3256.3355761243356
6657000	-2737.8460623863316	-76.03318525713817	-2661.8128771291936	6	6	3.9432496748095685	147.7878483103789	0.0	3256.3355761243356
6658000	-2748.247495696581	-88.35777927670348	-2659.8897164198775	7	6	3.534013920778449	147.7878483103789	0.0	3256.3355761243356
6659000	-2737.757788766846	-74.08612071562582	-2663.67166805122	6	6	3.9916492187658545	147.7878483103789	0.0	3256.3355761243356
6660000	-2746.6507184851034	-69.77608888331008	-2676.8746296017935	6	5	4.5284380297129285	147.7878483103789	0.0	3256.3355761243356
6661000	-2751.0099919805716	-68.81838038689295	-2682.1916115936788	6	5	4.167537034147992	147.7878483103789	0.0	3256.3355761243356
6662000	-2746.1254420540176	-71.94337584443211	-2674.1820662095856	6	5	2.520663995301489	147.7878483103789	0.0	3256.3355761243356
6663000	-2746.0055470855114	-70.7223520530807	-2675.2831950324307	6	5	4.251238293353566	147.7878483103789	0.0	3256.3355761243356
6664000	-2745.943555289392	-70.6569534124976	-2675.2866018768946	6	5	3.6075834854337026	147.7878483103789	0.0	3256.3355761243356
6665000	-2748.006586314952	-72.77375640640412	-2675.232829908548	6	6	4.699542994544962	147.7878483103789	0.0	3256.3355761243356
6666000	-2744.145902703528	-76.70621713836572	-2667.439685565162	6	7	6.87624214632862	147.7878483103789	0.0	3256.3355761243356
6667000	-2750.7387272756023	-76.70325661910621	-2674.0354706564963	7	6	4.664851071993211	147.7878483103789	0.0	3256.3355761243356
6668000	-2742.673117646213	-72.76158834062744	-2669.9115293055856	6	6	2.480431660918212	147.7878483103789	0.0	3256.3355761243356
6669000	-2742.4309819370887	-73.70048324837089	-2668.730498688718	6	6	4.320587433857044	147.7878483103789	0.0	3256.3355761243356
6670000	-2743.3511171506775	-80.87790789901884	-2662.473209251659	6	6	3.965646478729419	147.7878483103789	0.0	3256.3355761243356
6671000	-2748.9382642410314	-82.61436091274196	-2666.3239033282894	6	7	5.779433884355034	147.7878483103789	0.0	3256.3355761243356
6672000	-2750.6074904235547	-81.14893285010336	-2669.4585575734513	7	6	6.06593664533623	147.7878483103789	0.0	3256.3355761243356
6673000	-2759.547923161447	-89.41802610181274	-2670.1298970596345	8	6	6.540054864420048	147.7878483103789	0.0	3256.3355761243356
6674000	-2745.693092715846	-75.39631350044061	-2670.2967792154054	6	6	4.6405415446339315	147.7878483103789	0.0	3256.3355761243356
6675000	-2746.892181403421	-72.45115090467839	-2674.4410304987427	6	6	4.75745937324451	147.7878483103789	0.0	3256.3355761243356
6676000	-2747.041064540456	-72.46370445675477	-2674.577360083701	6	6	5.522463057287016	147.7878483103789	0.0	3256.3355761243356
6677000	-2750.4120234972047	-71.76621086094144	-2678.645812636263	6	6	5.409041259764123	147.7878483103789	0.0	3256.3355761243356
6678000	-2751.938327355516	-74.04863484326856	-2677.889692512247	6	6	4.7217587361999644	147.7878483103789	0.0	3256.3355761243356
6679000	-2750.5986917935807	-72.29883888090626	-2678.2998529126744	6	5	2.1379982807313356	147.7878483103789	0.0	3256.3355761243356
6680000	-2746.93521942479	-76.19935861118566	-2670.735860813604	6	6	3.52037802220165	147.7878483103789	0.0	3256.3355761243356
6681000	-2746.4214599071524	-79.75560033070894	-2666.6658595764434	6	6	3.6214184541822867	147.7878483103789	0.0	3256.3355761243356
6682000	-2749.0925339622986	-75.57279412216977	-2673.5197398401288	6	6	4.6950667767500684	147.7878483103789	0.0	3256.3355761243356
6683000	-2753.3640970018196	-69.82922144282861	-2683.534875558991	6	5	5.630833062527307	147.7878483103789	0.0	3256.3355761243356
6684000	-2752.6395501928014	-68.43260258308503	-2684.2069476097163	6	5	3.19560443740378	147.7878483103789	0.0	3256.3355761243356
6685000	-2762.644834740114	-82.64152814040298	-2680.0033065997113	8	5	3.702680301399421	147.7878483103789	0.0	3256.3355761243356
6686000	-2754.713410679615	-79.22730112910767	-2675.4861095505075	6	6	4.3353440853917755	147.7878483103789	0.0	3256.3355761243356
6687000	-2756.7155220075674	-71.20920983703519	-2685.506312170532	6	5	2.1728473624330498	147.7878483103789	0.0	3256.3355761243356
6688000	-2760.7428468759567	-81.19277277579609	-2679.5500741001606	7	6	5.249276100898809	147.7878483103789	0.0	3256.3355761243356
6689000	-2753.5550191943667	-68.96655310649197	-2684.5884660878746	6	5	3.935017472755903	147.7878483103789	0.0	3256.3355761243356
6690000	-2749.6531433534014	-76.22456691092354	-2673.428576442478	6	6	5.752814488974163	147.7878483103789	0.0	3256.3355761243356
6691000	-2754.706676287846	-68.5130877591031	-2686.193588528743	6	5	3.8570755004035395	147.7878483103789	0.0	3256.3355761243356
6692000	-2756.2914966165936	-73.7174970148476	-2682.573999601746	6	6	5.201156377313085	147.7878483103789	0.0	3256.3355761243356
6693000	-2753.8272890272087	-72.86588103990839	-2680.9614079873004	7	5	3.8357298743643833	147.7878483103789	0.0	3256.3355761243356
6694000	-2751.123103088119	-71.63842390916352	-2679.4846791789555	6	5	6.397472782025755	147.7878483103789	0.0	3256.3355761243356
6695000	-2755.544640268783	-75.6484560160543	-2679.8961842527287	7	5	6.1681901663180945	147.7878483103789	0.0	3256.3355761243356
6696000	-2757.7585082178007	-73.48288374185911	-2684.2756244759416	6	5	5.523548677252615	147.7878483103789	0.0	3256.3355761243356
6697000	-2751.6896358543167	-70.52944282101997	-2681.1601930332968	6	5	3.0370721732595554	147.7878483103789	0.0	3256.3355761243356
6698000	-2760.7781227435203	-79.91636532312157	-2680.8617574203986	7	5	3.454303415887823	147.7878483103789	0.0	3256.3355761243356
6699000	-2746.4397150293653	-67.99305803535667	-2678.4466569940087	6	5	4.872474736947568	147.7878483103789	0.0	3256.3355761243356
6700000	-2751.361365119136	-87.40577539205226	-2663.9555897270834	7	7	4.873803309144259	147.7878483103789	0.0	3256.3355761243356
6701000	-2742.250909661411	-75.18584269504177	-2667.065066966369	6	6	4.469490354424749	147.7878483103789	0.0	3256.3355761243356
6702000	-2744.6338971371774	-72.11626049959435	-2672.517636637583	6	5	3.2366033744370473	147.7878483103789	0.0	3256.3355761243356
6703000	-2756.1819511279477	-74.01887948675297	-2682.1630716411946	6	6	3.988754477532201	147.7878483103789	0.0	3256.3355761243356
6704000	-2747.913496210078	-72.1968461034235	-2675.7166501066545	6	5	3.5791140891895568	147.7878483103789	0.0	3256.3355761243356
6705000	-2752.7929111484473	-71.1935373553394	-2681.599373793108	6	5	6.537820664152585	147.7878483103789	0.0	3256.3355761243356
6706000	-2751.147626374449	-76.95645503294159	-2674.1911713415075	6	6	5.279077036040739	147.7878483103789	0.0	3256.3355761243356
6707000	-2746.494986550046	-77.08537354377115	-2669.409613006275	6	6	5.4967122047411765	147.7878483103789	0.0	3256.3355761243356
6708000	-2747.0109084165592	-74.29929695962049	-2672.711611456939	6	6	4.699651715114725	147.7878483103789	0.0	3256.3355761243356
