it	posterior	prior	BD_lik	k_birth	k_death	RJ_hp	root_age	death_age	tot_length
6362000	-2749.2271036094044	-73.47626538180666	-2675.750838227598	6	6	5.338965437902679	147.7878483103789	0.0	3256.3355761243356
6363000	-2750.925597329339	-80.70061223240907	-2670.2249850969297	6	7	4.761164219013763	147.7878483103789	0.0	3256.3355761243356
6364000	-2751.891337072258	-80.13456494651923	-2671.7567721257387	7	6	4.989816417178485	147.7878483103789	0.0	3256.3355761243356
6365000	-2744.902118347906	-72.97517647360353	-2671.9269418743024	6	6	4.335304633108067	147.7878483103789	0.0	3256.3355761243356
6366000	-2748.530376085039	-78.65568494950281	-2669.874691135536	6	6	4.447781436624337	147.7878483103789	0.0	3256.3355761243356
6367000	-2748.843245095973	-76.13573184104642	-2672.7075132549267	6	6	3.2376657387835124	147.7878483103789	0.0	3256.3355761243356
6368000	-2750.1374985795733	-74.11186206093466	-2676.0256365186387	7	5	4.5521382943316455	147.7878483103789	0.0	3256.3355761243356
6369000	-2748.916320532277	-69.03120289907056	-2679.8851176332064	6	5	4.709620666973919	147.7878483103789	0.0	3256.3355761243356
6370000	-2749.4799700983367	-71.87167550381764	-2677.608294594519	6	5	3.889236762797938	147.7878483103789	0.0	3256.3355761243356
6371000	-2753.574380937362	-70.53771723892442	-2683.0366636984377	6	5	3.8595823117579657	147.7878483103789	0.0	3256.3355761243356
6372000	-2759.033233307387	-77.47384258066621	-2681.5593907267207	7	5	4.498946639168548	147.7878483103789	0.0	3256.3355761243356
6373000	-2746.4418324799053	-67.2565582791388	-2679.1852742007663	6	5	3.8685076336167734	147.7878483103789	0.0	3256.3355761243356
6374000	-2747.945986994833	-66.73036310104567	-2681.215623893788	6	5	3.898293026232807	147.7878483103789	0.0	3256.3355761243356
6375000	-2764.582906400285	-86.12910423033013	-2678.453802169955	7	6	3.0270808853608555	147.7878483103789	0.0	3256.3355761243356
6376000	-2749.0292794517627	-81.88502709486465	-2667.144252356898	6	7	5.211315720880673	147.7878483103789	0.0	3256.3355761243356
6377000	-2749.905091685742	-74.33746814182098	-2675.567623543921	6	6	4.781000715828291	147.7878483103789	0.0	3256.3355761243356
6378000	-2755.187150460937	-88.32142834912173	-2666.8657221118156	8	6	5.88833609087713	147.7878483103789	0.0	3256.3355761243356
6379000	-2765.128508432835	-82.70021934439279	-2682.4282890884424	7	5	4.856681591479539	147.7878483103789	0.0	3256.3355761243356
6380000	-2750.490457905396	-72.09139992193093	-2678.399057983465	6	6	4.561440593507858	147.7878483103789	0.0	3256.3355761243356
6381000	-2753.0604759138205	-83.59479728504937	-2669.465678628771	6	7	6.478200822411054	147.7878483103789	0.0	3256.3355761243356
6382000	-2749.153211727336	-77.38806976525504	-2671.765141962081	6	6	4.185956546233676	147.7878483103789	0.0	3256.3355761243356
6383000	-2752.542592412105	-76.13061066217287	-2676.4119817499322	6	6	4.996541645084684	147.7878483103789	0.0	3256.3355761243356
6384000	-2751.767883800047	-74.03585365594745	-2677.7320301440996	6	6	4.811541260087315	147.7878483103789	0.0	3256.3355761243356
6385000	-2748.211925317858	-74.56600127907109	-2673.6459240387867	6	6	4.238044136482303	147.7878483103789	0.0	3256.3355761243356
6386000	-2757.715668308559	-83.41847466739499	-2674.297193641164	7	6	5.819710794342443	147.7878483103789	0.0	3256.3355761243356
6387000	-2756.7248365461323	-81.59345076966342	-2675.131385776469	6	6	3.759069364823752	147.7878483103789	0.0	3256.3355761243356
6388000	-2748.387274858968	-73.13776303815351	-2675.2495118208144	6	6	4.874234750332482	147.7878483103789	0.0	3256.3355761243356
6389000	-2758.1879776583332	-79.87495845562768	-2678.3130192027056	6	7	5.859221531962467	147.7878483103789	0.0	3256.3355761243356
6390000	-2753.357219374565	-73.02855634437668	-2680.328663030188	6	6	5.280378685992659	147.7878483103789	0.0	3256.3355761243356
6391000	-2753.698840604062	-75.63071072844056	-2678.0681298756213	6	6	5.821322603147296	147.7878483103789	0.0	3256.3355761243356
6392000	-2741.2392839014014	-73.79257123949756	-2667.446712661904	6	6	5.522033839152025	147.7878483103789	0.0	3256.3355761243356
6393000	-2748.2278185986597	-68.08097351922703	-2680.1468450794328	6	5	3.318257361929824	147.7878483103789	0.0	3256.3355761243356
6394000	-2743.285572627737	-73.90633797631804	-2669.379234651419	6	6	3.849199619970685	147.7878483103789	0.0	3256.3355761243356
6395000	-2753.012410713374	-85.31889299105583	-2667.693517722318	7	6	3.008575625465389	147.7878483103789	0.0	3256.3355761243356
6396000	-2744.465102904299	-75.09565402883959	-2669.3694488754595	6	6	8.07590153694419	147.7878483103789	0.0	3256.3355761243356
6397000	-2742.762325243	-73.65409929625643	-2669.1082259467435	6	6	4.775567452937937	147.7878483103789	0.0	3256.3355761243356
6398000	-2746.661263692308	-72.2727431669269	-2674.388520525381	6	6	5.8987895288804575	147.7878483103789	0.0	3256.3355761243356
6399000	-2744.668836626108	-78.94530600683717	-2665.7235306192706	6	6	2.563632433800132	147.7878483103789	0.0	3256.3355761243356
6400000	-2748.130864817864	-70.77373536209889	-2677.3571294557655	6	5	3.5293875016569114	147.7878483103789	0.0	3256.3355761243356
6401000	-2744.3254439471225	-76.24324281680407	-2668.0822011303185	6	6	7.190266822463689	147.7878483103789	0.0	3256.3355761243356
6402000	-2756.185873378823	-85.40001922373082	-2670.7858541550922	7	6	4.5503363599156605	147.7878483103789	0.0	3256.3355761243356
6403000	-2754.072853172007	-87.19180103160456	-2666.8810521404025	7	7	6.65765867733595	147.7878483103789	0.0	3256.3355761243356
6404000	-2741.5383439985444	-75.93947052427878	-2665.5988734742655	6	6	2.6551409298555555	147.7878483103789	0.0	3256.3355761243356
6405000	-2740.1942165638757	-76.46522105391865	-2663.728995509957	6	6	6.118880207660498	147.7878483103789	0.0	3256.3355761243356
6406000	-2749.3750647535308	-75.20179466503785	-2674.1732700884927	6	6	2.4198459870342015	147.7878483103789	0.0	3256.3355761243356
6407000	-2751.0946652059397	-79.0308279255852	-2672.0638372803546	6	7	6.12932159910544	147.7878483103789	0.0	3256.3355761243356
6408000	-2742.6656274072975	-78.96793256424463	-2663.697694843053	6	6	3.661801523926167	147.7878483103789	0.0	3256.3355761243356
6409000	-2740.8249335282353	-73.63677498593621	-2667.188158542299	6	6	5.245864659888444	147.7878483103789	0.0	3256.3355761243356
6410000	-2759.408505027029	-84.20343277927333	-2675.2050722477557	6	8	3.902390530423636	147.7878483103789	0.0	3256.3355761243356
6411000	-2749.172992156212	-73.67278237061653	-2675.5002097855954	6	6	4.112409577155792	147.7878483103789	0.0	3256.3355761243356
6412000	-2751.3913088563354	-73.47098646413349	-2677.920322392202	6	5	4.448252445494447	147.7878483103789	0.0	3256.3355761243356
6413000	-2741.95552994474	-74.1593075205472	-2667.796222424193	6	6	2.645259618703447	147.7878483103789	0.0	3256.3355761243356
6414000	-2743.146361979415	-69.93977742117951	-2673.2065845582356	6	5	4.709382807100222	147.7878483103789	0.0	3256.3355761243356
6415000	-2746.630732598435	-69.42206170301166	-2677.208670895423	6	5	5.015319258373914	147.7878483103789	0.0	3256.3355761243356
6416000	-2752.460561596394	-71.98752652879752	-2680.473035067597	6	5	2.4094375143181974	147.7878483103789	0.0	3256.3355761243356
6417000	-2744.3945395511746	-71.01830003517512	-2673.3762395159993	6	5	6.284274788725686	147.7878483103789	0.0	3256.3355761243356
6418000	-2745.8686938131596	-69.34153114044574	-2676.527162672714	6	5	4.61313864365513	147.7878483103789	0.0	3256.3355761243356
6419000	-2752.2047907858755	-76.64851787479172	-2675.556272911084	6	6	2.4448602548487224	147.7878483103789	0.0	3256.3355761243356
6420000	-2748.458873892597	-71.3028958837395	-2677.1559780088573	6	5	4.442501186803929	147.7878483103789	0.0	3256.3355761243356
6421000	-2744.1268911632415	-73.34236952697485	-2670.7845216362666	6	6	5.2998148889650025	147.7878483103789	0.0	3256.3355761243356
6422000	-2754.3565853144155	-85.62442415285298	-2668.7321611615625	6	7	6.081499554391102	147.7878483103789	0.0	3256.3355761243356
6423000	-2753.13003372897	-74.27038534458914	-2678.8596483843808	6	6	5.435734463237852	147.7878483103789	0.0	3256.3355761243356
6424000	-2750.440125520705	-74.34477150776769	-2676.095354012937	6	5	5.50425437192255	147.7878483103789	0.0	3256.3355761243356
6425000	-2747.966847858276	-70.71739002606604	-2677.2494578322103	6	5	7.475677705259952	147.7878483103789	0.0	3256.3355761243356
6426000	-2743.9895442526567	-70.62024421508472	-2673.369300037572	6	5	4.274777755718169	147.7878483103789	0.0	3256.3355761243356
6427000	-2747.561462325814	-70.27633987321137	-2677.2851224526025	6	5	6.124554416140686	147.7878483103789	0.0	3256.3355761243356
6428000	-2747.4926858246345	-69.2071194552189	-2678.2855663694154	6	5	3.3585835784601916	147.7878483103789	0.0	3256.3355761243356
6429000	-2752.1419376483977	-69.08674784578228	-2683.0551898026156	6	5	3.4869904427031875	147.7878483103789	0.0	3256.3355761243356
6430000	-2757.0803686587283	-81.61426974652542	-2675.466098912203	6	7	5.653308643316368	147.7878483103789	0.0	3256.3355761243356
6431000	-2746.542251371051	-75.40864074153895	-2671.133610629512	6	6	4.564087753120397	147.7878483103789	0.0	3256.3355761243356
6432000	-2749.125466950998	-76.72857813256117	-2672.3968888184368	6	6	3.5879496286127903	147.7878483103789	0.0	3256.3355761243356
6433000	-2746.0137556946615	-76.76726735419408	-2669.2464883404673	6	6	5.38720950620186	147.7878483103789	0.0	3256.3355761243356
6434000	-2749.024837933197	-69.80281853512338	-2679.2220193980734	6	5	5.323085870642106	147.7878483103789	0.0	3256.3355761243356
6435000	-2750.2168491153266	-68.28015809504114	-2681.9366910202853	6	5	5.530834658622583	147.7878483103789	0.0	3256.3355761243356
6436000	-2744.663916272235	-69.92893626046913	-2674.734980011766	6	5	5.449517453912912	147.7878483103789	0.0	3256.3355761243356
6437000	-2744.7114675335733	-76.06269624851188	-2668.6487712850612	6	6	4.444713841953053	147.7878483103789	0.0	3256.3355761243356
6438000	-2746.7987597561278	-77.18417717524959	-2669.614582580878	6	6	5.624090590467292	147.7878483103789	0.0	3256.3355761243356
6439000	-2746.320938371334	-78.72967056559524	-2667.5912678057384	6	6	4.628429205428731	147.7878483103789	0.0	3256.3355761243356
6440000	-2743.527573990981	-75.22281327603267	-2668.3047607149483	6	6	5.268394932098754	147.7878483103789	0.0	3256.3355761243356
6441000	-2751.9816225252766	-92.31160610779247	-2659.670016417484	9	6	4.260748573679605	147.7878483103789	0.0	3256.3355761243356
6442000	-2757.7858147684346	-82.46123750320972	-2675.324577265225	8	5	4.774361053958106	147.7878483103789	0.0	3256.3355761243356
6443000	-2751.769585483008	-72.60396366371381	-2679.1656218192943	7	5	5.132450970428815	147.7878483103789	0.0	3256.3355761243356
6444000	-2751.156705087549	-77.505910207244	-2673.650794880305	7	5	2.931896819323783	147.7878483103789	0.0	3256.3355761243356
6445000	-2753.2471043114474	-80.0718926961771	-2673.17521161527	7	6	5.618543467760582	147.7878483103789	0.0	3256.3355761243356
6446000	-2746.7974482628733	-79.81934849473605	-2666.9780997681373	6	7	5.485576466503925	147.7878483103789	0.0	3256.3355761243356
6447000	-2748.7424797736003	-82.75150731458362	-2665.9909724590166	6	7	7.915928823253587	147.7878483103789	0.0	3256.3355761243356
6448000	-2752.199894212247	-71.2441463267752	-2680.9557478854717	6	5	3.860432623129938	147.7878483103789	0.0	3256.3355761243356
6449000	-2748.143837406859	-72.78079208287657	-2675.3630453239825	6	5	2.7341141705547356	147.7878483103789	0.0	3256.3355761243356
6450000	-2750.8923293402927	-81.37625338031073	-2669.516075959982	6	7	5.825753931135175	147.7878483103789	0.0	3256.3355761243356
6451000	-2746.2793328401112	-78.21210266864838	-2668.067230171463	6	6	4.502316534594049	147.7878483103789	0.0	3256.3355761243356
6452000	-2750.635159937257	-80.37564519150013	-2670.259514745757	6	6	1.9498812692770549	147.7878483103789	0.0	3256.3355761243356
6453000	-2743.9279123365436	-77.12223643119054	-2666.805675905353	6	6	3.6785721820512376	147.7878483103789	0.0	3256.3355761243356
6454000	-2753.644613100422	-68.59565606786698	-2685.048957032555	6	5	5.927490684729773	147.7878483103789	0.0	3256.3355761243356
6455000	-2750.659378433043	-68.9911629967606	-2681.6682154362825	6	5	5.34252555510119	147.7878483103789	0.0	3256.3355761243356
6456000	-2747.5544009237256	-69.54262866462629	-2678.0117722590994	6	5	5.060664723100329	147.7878483103789	0.0	3256.3355761243356
6457000	-2753.900298384865	-68.11234607492585	-2685.787952309939	6	5	1.0290241091867436	147.7878483103789	0.0	3256.3355761243356
6458000	-2740.2394506169258	-76.64374655704202	-2663.5957040598837	6	6	3.728115935099956	147.7878483103789	0.0	3256.3355761243356
6459000	-2739.8874501175724	-75.87891483020123	-2664.008535287371	6	6	5.274874345297096	147.7878483103789	0.0	3256.3355761243356
6460000	-2746.2295147556306	-77.24027730931937	-2668.989237446311	6	6	4.803175572631422	147.7878483103789	0.0	3256.3355761243356
6461000	-2740.0569274383174	-74.19196761021628	-2665.8649598281013	6	6	5.094779010106455	147.7878483103789	0.0	3256.3355761243356
6462000	-2750.639340777126	-83.28889939372075	-2667.3504413834053	7	6	4.589399272127157	147.7878483103789	0.0	3256.3355761243356
6463000	-2741.623721606982	-75.29394994641343	-2666.329771660569	6	6	4.725657944232821	147.7878483103789	0.0	3256.3355761243356
6464000	-2752.2824458352893	-86.72704370798927	-2665.5554021273	8	6	2.938670751396111	147.7878483103789	0.0	3256.3355761243356
6465000	-2748.233459215607	-79.69001916771113	-2668.543440047896	6	7	5.232100340311142	147.7878483103789	0.0	3256.3355761243356
6466000	-2745.7661393137146	-74.08943339015534	-2671.6767059235594	6	6	4.936253403262802	147.7878483103789	0.0	3256.3355761243356
6467000	-2753.8352252360323	-80.02242075117057	-2673.8128044848618	7	6	7.287297510443772	147.7878483103789	0.0	3256.3355761243356
6468000	-2756.532310296779	-72.50159051894923	-2684.0307197778297	6	6	4.070112369534876	147.7878483103789	0.0	3256.3355761243356
6469000	-2757.3803455144725	-70.22098473553226	-2687.1593607789405	6	5	5.201324304024456	147.7878483103789	0.0	3256.3355761243356
6470000	-2754.364836135038	-80.86146035432796	-2673.50337578071	6	7	4.325525377261032	147.7878483103789	0.0	3256.3355761243356
6471000	-2757.337903148213	-69.49989522463598	-2687.838007923577	6	6	4.874094911613761	147.7878483103789	0.0	3256.3355761243356
6472000	-2777.1357724532336	-84.91014719605373	-2692.2256252571797	7	7	4.58092136354421	147.7878483103789	0.0	3256.3355761243356
6473000	-2763.675137012133	-71.99466090378223	-2691.680476108351	6	6	5.454416796447752	147.7878483103789	0.0	3256.3355761243356
6474000	-2758.613602395643	-72.85101027789636	-2685.7625921177464	6	6	3.5667209675022358	147.7878483103789	0.0	3256.3355761243356
6475000	-2761.5884893231982	-80.75306059066926	-2680.835428732529	6	7	3.3121432921068212	147.7878483103789	0.0	3256.3355761243356
6476000	-2753.9513081176083	-75.77006785155822	-2678.1812402660503	6	6	4.084931797256269	147.7878483103789	0.0	3256.3355761243356
6477000	-2761.6125858796613	-67.90418306551031	-2693.708402814151	6	5	6.454311330144201	147.7878483103789	0.0	3256.3355761243356
6478000	-2759.5255375881884	-85.76613209058003	-2673.7594054976084	7	6	3.1622087991641856	147.7878483103789	0.0	3256.3355761243356
6479000	-2771.122821565614	-88.73387242547606	-2682.388949140138	7	7	6.97001825768244	147.7878483103789	0.0	3256.3355761243356
6480000	-2752.561148166715	-75.14410004631685	-2677.4170481203982	6	6	7.940959648212893	147.7878483103789	0.0	3256.3355761243356
6481000	-2752.7323517372793	-82.16409192572883	-2670.5682598115504	6	7	3.3233520564281407	147.7878483103789	0.0	3256.3355761243356
6482000	-2756.437861619524	-78.70344811717598	-2677.734413502348	6	6	5.065078617512668	147.7878483103789	0.0	3256.3355761243356
6483000	-2752.205504207298	-75.85375246752558	-2676.351751739772	6	6	2.269691691354031	147.7878483103789	0.0	3256.3355761243356
6484000	-2760.1192096179725	-77.6543371951917	-2682.464872422781	6	6	3.073341328286887	147.7878483103789	0.0	3256.3355761243356
6485000	-2754.9205016620685	-78.58747444225537	-2676.333027219813	6	6	5.165073408150205	147.7878483103789	0.0	3256.3355761243356
6486000	-2755.9886433756496	-74.98461633358812	-2681.0040270420614	7	5	4.11959712463382	147.7878483103789	0.0	3256.3355761243356
6487000	-2748.150313517079	-72.10530561052859	-2676.045007906551	6	5	3.257131118301397	147.7878483103789	0.0	3256.3355761243356
6488000	-2745.807859277042	-68.44012067795727	-2677.367738599085	6	5	6.135890080898918	147.7878483103789	0.0	3256.3355761243356
6489000	-2746.9706257479916	-73.31116124418524	-2673.6594645038062	6	6	4.110698036405111	147.7878483103789	0.0	3256.3355761243356
6490000	-2759.623007525867	-85.81707316753717	-2673.8059343583295	8	6	5.283252154747773	147.7878483103789	0.0	3256.3355761243356
6491000	-2748.6165988680823	-68.457021997678	-2680.159576870404	6	5	4.7031780570378485	147.7878483103789	0.0	3256.3355761243356
6492000	-2749.4637188508323	-77.08650646348914	-2672.377212387343	6	6	6.724381786526084	147.7878483103789	0.0	3256.3355761243356
6493000	-2754.3267293216327	-77.53695368322097	-2676.789775638412	6	6	5.702613196246895	147.7878483103789	0.0	3256.3355761243356
6494000	-2758.1262812528807	-73.70286414801053	-2684.42341710487	6	6	5.324727111343944	147.7878483103789	0.0	3256.3355761243356
6495000	-2755.284814783388	-69.3056546760591	-2685.979160107329	6	5	6.187704793954728	147.7878483103789	0.0	3256.3355761243356
6496000	-2757.1245493209153	-72.23115690847817	-2684.893392412437	7	5	4.62737620532224	147.7878483103789	0.0	3256.3355761243356
6497000	-2743.1288881779765	-75.92226566130643	-2667.20662251667	6	6	4.917054945081759	147.7878483103789	0.0	3256.3355761243356
6498000	-2748.442950192758	-75.57496462344899	-2672.867985569309	6	6	3.955411525090629	147.7878483103789	0.0	3256.3355761243356
6499000	-2744.631172389876	-70.17598628168798	-2674.455186108188	6	5	4.056628795562591	147.7878483103789	0.0	3256.3355761243356
6500000	-2761.123371939937	-77.15618519238072	-2683.9671867475563	6	6	2.807075317941033	147.7878483103789	0.0	3256.3355761243356
6501000	-2755.8026393332716	-74.70122948687535	-2681.101409846396	7	5	5.0363591783326385	147.7878483103789	0.0	3256.3355761243356
6502000	-2748.4880511733663	-76.5964829509767	-2671.8915682223897	6	6	3.088039087030925	147.7878483103789	0.0	3256.3355761243356
6503000	-2754.1545633526052	-75.08708336310548	-2679.0674799894996	6	6	3.777956752768665	147.7878483103789	0.0	3256.3355761243356
6504000	-2756.7636524194727	-81.14940869529507	-2675.6142437241774	6	6	3.1992307050677624	147.7878483103789	0.0	3256.3355761243356
6505000	-2759.206451244921	-75.60716040546927	-2683.599290839452	6	6	4.814197378656642	147.7878483103789	0.0	3256.3355761243356
6506000	-2763.9178342445744	-74.63108637196231	-2689.286747872612	6	6	3.712634806146435	147.7878483103789	0.0	3256.3355761243356
6507000	-2763.1789789613003	-78.86431290860278	-2684.3146660526977	7	5	4.424568705250186	147.7878483103789	0.0	3256.3355761243356
6508000	-2761.620303554922	-76.68567789913503	-2684.934625655787	7	5	3.4902129555578174	147.7878483103789	0.0	3256.3355761243356
6509000	-2761.481269959908	-75.14988014120601	-2686.331389818702	6	6	4.242605887036029	147.7878483103789	0.0	3256.3355761243356
6510000	-2754.0967379582644	-69.92797449639204	-2684.1687634618725	6	5	3.3488478186755786	147.7878483103789	0.0	3256.3355761243356
6511000	-2754.204262684788	-65.216145051693	-2688.988117633095	6	5	3.743344035133955	147.7878483103789	0.0	3256.3355761243356
6512000	-2754.2667068208475	-64.92158926141573	-2689.345117559432	6	5	3.512163595141331	147.7878483103789	0.0	3256.3355761243356
6513000	-2752.7745158595285	-73.0452480729041	-2679.7292677866244	6	6	3.690109292369211	147.7878483103789	0.0	3256.3355761243356
6514000	-2746.276621512075	-71.88118315385498	-2674.39543835822	6	6	4.727277731131629	147.7878483103789	0.0	3256.3355761243356
6515000	-2746.569902099609	-72.99722808003403	-2673.572674019575	6	6	4.669008409426433	147.7878483103789	0.0	3256.3355761243356
6516000	-2744.0381078155237	-74.91464846668217	-2669.1234593488416	6	6	5.317133960681329	147.7878483103789	0.0	3256.3355761243356
6517000	-2752.097916101396	-68.04944257323075	-2684.0484735281652	6	5	2.730710403252692	147.7878483103789	0.0	3256.3355761243356
6518000	-2752.0787069046114	-73.81022957660659	-2678.268477328005	6	5	7.901739234627071	147.7878483103789	0.0	3256.3355761243356
6519000	-2754.9978424407764	-81.48164696244193	-2673.5161954783343	7	6	3.369553276148075	147.7878483103789	0.0	3256.3355761243356
6520000	-2752.9298834294154	-75.78903498079715	-2677.1408484486183	6	6	4.474715080125412	147.7878483103789	0.0	3256.3355761243356
6521000	-2754.271457728022	-74.93669067198168	-2679.3347670560406	6	6	4.936076457077243	147.7878483103789	0.0	3256.3355761243356
6522000	-2747.8992871502746	-75.6562646249813	-2672.2430225252933	6	6	5.188776320047116	147.7878483103789	0.0	3256.3355761243356
6523000	-2759.554677408264	-83.62022673797654	-2675.9344506702873	7	6	5.133245912039614	147.7878483103789	0.0	3256.3355761243356
6524000	-2752.600679661356	-74.53120634018113	-2678.069473321175	6	6	4.973535722237967	147.7878483103789	0.0	3256.3355761243356
6525000	-2753.3999766819506	-74.23524710636227	-2679.1647295755884	6	6	4.457652800639735	147.7878483103789	0.0	3256.3355761243356
6526000	-2758.2924890380887	-80.59647499893534	-2677.6960140391534	7	6	5.639353514521362	147.7878483103789	0.0	3256.3355761243356
6527000	-2760.0956139400537	-84.59674240809012	-2675.4988715319637	7	6	4.134789096719235	147.7878483103789	0.0	3256.3355761243356
6528000	-2747.187609078902	-74.59901695138848	-2672.5885921275135	6	6	5.766310755298066	147.7878483103789	0.0	3256.3355761243356
6529000	-2751.1844946708443	-71.23301106218213	-2679.9514836086623	6	5	4.200412315071147	147.7878483103789	0.0	3256.3355761243356
6530000	-2750.6372690577527	-72.74590757924709	-2677.8913614785056	6	5	4.781546132780619	147.7878483103789	0.0	3256.3355761243356
6531000	-2746.6986949725365	-74.31546060997418	-2672.3832343625622	6	6	4.294680913848531	147.7878483103789	0.0	3256.3355761243356
6532000	-2743.9044642596273	-76.6570658148349	-2667.2473984447925	6	6	4.636560769449087	147.7878483103789	0.0	3256.3355761243356
6533000	-2751.466252296089	-73.13038833182986	-2678.3358639642593	7	5	6.838440320614737	147.7878483103789	0.0	3256.3355761243356
6534000	-2753.580466729822	-73.46294736049916	-2680.117519369323	6	6	6.453786326348802	147.7878483103789	0.0	3256.3355761243356
6535000	-2761.656989719857	-69.75541267871091	-2691.901577041146	6	5	4.245931936983711	147.7878483103789	0.0	3256.3355761243356
6536000	-2762.5827212564272	-65.61491203510903	-2696.967809221318	6	4	2.924420834127769	147.7878483103789	0.0	3256.3355761243356
6537000	-2774.2899720411237	-77.68333786554923	-2696.6066341755745	6	6	7.407877649916566	147.7878483103789	0.0	3256.3355761243356
6538000	-2770.5772114849533	-76.3304572806676	-2694.2467542042855	6	5	3.2494829326915604	147.7878483103789	0.0	3256.3355761243356
6539000	-2764.3329977778235	-68.6202465665522	-2695.712751211271	6	5	3.6736664345926493	147.7878483103789	0.0	3256.3355761243356
6540000	-2763.875761949141	-58.07004427024626	-2705.805717678895	6	3	3.94341474329363	147.7878483103789	0.0	3256.3355761243356
6541000	-2756.877579821212	-57.40877280723161	-2699.46880701398	6	3	3.257324910601212	147.7878483103789	0.0	3256.3355761243356
6542000	-2761.3955202797474	-80.7485719133544	-2680.646948366393	7	6	5.517633158210723	147.7878483103789	0.0	3256.3355761243356
6543000	-2767.2094769235555	-78.95004697292342	-2688.2594299506322	7	5	7.048836500208819	147.7878483103789	0.0	3256.3355761243356
6544000	-2765.611494010143	-80.25738502124064	-2685.354108988902	6	6	5.247585421325041	147.7878483103789	0.0	3256.3355761243356
6545000	-2765.4162727984485	-79.08603613297758	-2686.330236665471	6	6	5.021071930355469	147.7878483103789	0.0	3256.3355761243356
6546000	-2751.989914341694	-78.16148499711542	-2673.8284293445786	6	6	5.269167935597213	147.7878483103789	0.0	3256.3355761243356
6547000	-2769.907435834568	-80.62401116778568	-2689.283424666782	8	5	2.6523979403464653	147.7878483103789	0.0	3256.3355761243356
6548000	-2758.1672427651174	-77.67289150203813	-2680.4943512630794	7	6	4.7968662301163105	147.7878483103789	0.0	3256.3355761243356
6549000	-2774.645161930493	-81.5804000881914	-2693.064761842302	7	6	3.7701389639120286	147.7878483103789	0.0	3256.3355761243356
6550000	-2748.739297249609	-74.91676243608956	-2673.8225348135197	6	6	6.2968951623238905	147.7878483103789	0.0	3256.3355761243356
6551000	-2758.0271875827575	-76.6914815692048	-2681.3357060135527	7	5	5.24051044219545	147.7878483103789	0.0	3256.3355761243356
6552000	-2764.5167417650446	-77.26699348239785	-2687.2497482826466	6	6	4.018845311545449	147.7878483103789	0.0	3256.3355761243356
6553000	-2752.0223624830687	-69.32669071508059	-2682.695671767988	6	5	6.897972341859024	147.7878483103789	0.0	3256.3355761243356
6554000	-2760.6622514282976	-84.40347055665147	-2676.258780871646	6	7	6.239335954248604	147.7878483103789	0.0	3256.3355761243356
6555000	-2753.9652976074526	-79.37625108901992	-2674.5890465184325	6	7	7.498024717898618	147.7878483103789	0.0	3256.3355761243356
6556000	-2750.6377762987627	-75.4380994289521	-2675.1996768698104	6	6	3.6582413662799333	147.7878483103789	0.0	3256.3355761243356
6557000	-2746.3000483788546	-73.06416416011966	-2673.235884218735	6	6	5.20712058755532	147.7878483103789	0.0	3256.3355761243356
6558000	-2745.33485891558	-73.1394240367773	-2672.1954348788026	6	6	3.6427181065735756	147.7878483103789	0.0	3256.3355761243356
6559000	-2759.439941248003	-74.94979125374081	-2684.490149994262	7	5	4.059256153909111	147.7878483103789	0.0	3256.3355761243356
6560000	-2758.0474077267877	-77.30872465093313	-2680.7386830758546	6	5	3.78430833908216	147.7878483103789	0.0	3256.3355761243356
6561000	-2756.861228186077	-69.4541329213307	-2687.407095264746	6	5	4.141683001167198	147.7878483103789	0.0	3256.3355761243356
6562000	-2762.951074155886	-74.77275203087027	-2688.1783221250157	6	5	4.302561530363053	147.7878483103789	0.0	3256.3355761243356
6563000	-2756.2219509780452	-73.55977519796294	-2682.662175780082	6	6	5.238968689593298	147.7878483103789	0.0	3256.3355761243356
6564000	-2765.7760012655217	-82.64944911812249	-2683.1265521473993	6	7	4.733430231196901	147.7878483103789	0.0	3256.3355761243356
6565000	-2770.1588794753725	-79.72426726093158	-2690.434612214441	6	7	4.252339633536014	147.7878483103789	0.0	3256.3355761243356
6566000	-2760.114936109106	-87.85546659450031	-2672.259469514606	7	7	4.12822796622784	147.7878483103789	0.0	3256.3355761243356
6567000	-2764.9017061170844	-79.9656012870623	-2684.936104830022	7	6	4.515209223705012	147.7878483103789	0.0	3256.3355761243356
6568000	-2762.8213189633734	-81.29430150504247	-2681.527017458331	7	6	5.605862028489858	147.7878483103789	0.0	3256.3355761243356
6569000	-2774.270228301362	-84.91461133218277	-2689.355616969179	8	6	3.679101568631201	147.7878483103789	0.0	3256.3355761243356
6570000	-2759.876367763005	-74.0094302187789	-2685.866937544226	6	6	4.628328905660724	147.7878483103789	0.0	3256.3355761243356
6571000	-2770.9335452290193	-81.49619694818752	-2689.437348280832	7	6	3.564985872638966	147.7878483103789	0.0	3256.3355761243356
6572000	-2763.570320180686	-83.04459465778645	-2680.5257255228994	7	6	4.033984812092076	147.7878483103789	0.0	3256.3355761243356
6573000	-2768.261768908907	-86.44295415876255	-2681.8188147501446	7	7	5.210335887880647	147.7878483103789	0.0	3256.3355761243356
6574000	-2757.808660162188	-82.30222146115807	-2675.50643870103	6	7	4.59720384863652	147.7878483103789	0.0	3256.3355761243356
6575000	-2749.5030663109756	-77.34638942995139	-2672.1566768810244	6	6	3.9089721522935266	147.7878483103789	0.0	3256.3355761243356
